sensor_id,aircraft_id,event_timestamp,sensor_type,sensor_value,unit,anomaly_status
SN000038309,AC00742,2026-02-25 16:28:00,OilPressure,78.17,psi,Normal
SN000038310,AC00569,2026-01-09 19:42:00,OilPressure,80.2,psi,Normal
SN000038311,AC00298,2026-06-03 11:29:00,EngineTemp,106.54,C,Normal
SN000038312,AC00256,2026-04-16 00:25:00,OilPressure,42.82,psi,Normal
SN000038313,AC01161,2026-02-26 15:11:00,Vibration,4.25,mm/s,Normal
SN000038314,AC00363,2026-05-15 18:05:00,FuelFlow,3169.65,kg/h,Normal
SN000038315,AC00569,2026-06-05 18:38:00,Vibration,6.19,mm/s,Normal
SN000038316,AC00298,2026-01-12 22:44:00,HydraulicPressure,2168.31,psi,Normal
SN000038317,AC01186,2026-07-01 17:10:00,OilPressure,42.22,psi,Normal
SN000038318,AC00042,2026-03-26 13:39:00,CabinPressure,7.03,psi,Normal
SN000038319,AC00974,2026-02-07 22:07:00,OilPressure,28.19,psi,Normal
SN000038320,AC00389,2026-06-15 17:59:00,FuelFlow,2930.79,kg/h,Normal
SN000038321,AC00090,2026-05-18 11:22:00,EngineTemp,110.11,C,Normal
SN000038322,AC00243,2026-06-01 15:27:00,HydraulicPressure,3056.56,psi,Normal
SN000038323,AC00754,2026-02-25 15:13:00,HydraulicPressure,2722.13,psi,Normal
SN000038324,AC01125,2026-05-13 16:32:00,HydraulicPressure,2331.19,psi,Normal
SN000038325,AC00715,2026-04-29 03:49:00,Vibration,4.73,mm/s,Normal
SN000038326,AC01123,2026-03-31 19:35:00,FuelFlow,3185.55,kg/h,Warning
SN000038327,AC00286,2026-04-17 02:07:00,CabinPressure,7.33,psi,Normal
SN000038328,AC00336,2026-05-12 15:59:00,Vibration,5.82,mm/s,Normal
SN000038329,AC00712,2026-02-15 01:46:00,EngineTemp,90.88,C,Normal
SN000038330,AC00625,2026-06-21 20:53:00,FuelFlow,1257.94,kg/h,Normal
SN000038331,AC00823,2026-06-05 20:58:00,EngineTemp,98.54,C,Normal
SN000038332,AC00707,2026-06-20 11:51:00,OilPressure,53.63,psi,Normal
SN000038333,AC00781,2026-03-06 12:02:00,EngineTemp,75.59,C,Normal
SN000038334,AC00906,2026-03-07 16:30:00,Vibration,2.07,mm/s,Normal
SN000038335,AC00851,2026-03-29 23:04:00,CabinPressure,8.0,psi,Normal
SN000038336,AC00637,2026-06-02 20:07:00,FuelFlow,1655.13,kg/h,Normal
SN000038337,AC00434,2026-03-12 16:07:00,FuelFlow,2940.16,kg/h,Normal
SN000038338,AC01123,2026-02-20 08:32:00,Vibration,6.03,mm/s,Normal
SN000038339,AC00741,2026-06-22 02:19:00,HydraulicPressure,2103.12,psi,Normal
SN000038340,AC00254,2026-02-16 01:39:00,HydraulicPressure,1927.34,psi,Normal
SN000038341,AC00154,2026-04-28 15:36:00,OilPressure,83.55,psi,Normal
SN000038342,AC00022,2026-06-20 10:03:00,CabinPressure,7.8,psi,Normal
SN000038343,AC00705,2026-02-20 14:25:00,EngineTemp,109.88,C,Normal
SN000038344,AC00374,2026-03-15 15:20:00,FuelFlow,3146.88,kg/h,Normal
SN000038345,AC00122,2026-01-30 00:24:00,EngineTemp,87.55,C,Normal
SN000038346,AC00882,2026-02-06 18:45:00,FuelFlow,3042.54,kg/h,Normal
SN000038347,AC01141,2026-05-12 16:37:00,EngineTemp,75.57,C,Normal
SN000038348,AC00648,2026-01-25 20:41:00,EngineTemp,78.37,C,Normal
SN000038349,AC01191,2026-05-23 17:40:00,CabinPressure,7.16,psi,Normal
SN000038350,AC00885,2026-03-26 13:03:00,CabinPressure,5.84,psi,Warning
SN000038351,AC00905,2026-05-18 04:10:00,OilPressure,44.9,psi,Normal
SN000038352,AC00891,2026-03-28 20:30:00,EngineTemp,108.65,C,Normal
SN000038353,AC00895,2026-07-01 20:44:00,CabinPressure,7.55,psi,Normal
SN000038354,AC01147,2026-03-19 22:45:00,HydraulicPressure,1852.88,psi,Normal
SN000038355,AC00339,2026-04-07 09:43:00,HydraulicPressure,2214.35,psi,Normal
SN000038356,AC00098,2026-03-11 09:01:00,HydraulicPressure,2441.68,psi,Normal
SN000038357,AC01059,2026-06-27 19:33:00,OilPressure,48.84,psi,Normal
SN000038358,AC01069,2026-03-30 02:01:00,OilPressure,45.69,psi,Normal
SN000038359,AC00431,2026-02-25 03:21:00,CabinPressure,8.33,psi,Normal
SN000038360,AC01077,2026-02-24 08:07:00,OilPressure,53.59,psi,Normal
SN000038361,AC00672,2026-04-15 14:53:00,EngineTemp,87.48,C,Normal
SN000038362,AC00582,2026-06-30 20:09:00,EngineTemp,84.13,C,Normal
SN000038363,AC00122,2026-02-26 14:52:00,CabinPressure,8.54,psi,Normal
SN000038364,AC00104,2026-01-11 12:41:00,Vibration,1.13,mm/s,Normal
SN000038365,AC00673,2026-05-04 05:30:00,FuelFlow,1549.92,kg/h,Normal
SN000038366,AC00873,2026-01-27 08:54:00,EngineTemp,87.25,C,Normal
SN000038367,AC01195,2026-01-24 03:22:00,FuelFlow,1481.32,kg/h,Normal
SN000038368,AC00500,2026-03-27 06:05:00,CabinPressure,7.42,psi,Normal
SN000038369,AC00613,2026-04-17 19:57:00,HydraulicPressure,2192.98,psi,Normal
SN000038370,AC00682,2026-03-12 14:03:00,HydraulicPressure,2474.79,psi,Normal
SN000038371,AC00375,2026-03-24 09:12:00,CabinPressure,8.2,psi,Normal
SN000038372,AC00597,2026-01-04 04:12:00,EngineTemp,91.89,C,Normal
SN000038373,AC01124,2026-06-17 09:57:00,FuelFlow,2071.69,kg/h,Normal
SN000038374,AC01053,2026-05-07 23:04:00,CabinPressure,7.27,psi,Normal
SN000038375,AC01198,2026-05-11 15:50:00,HydraulicPressure,1882.31,psi,Normal
SN000038376,AC01105,2026-05-29 15:47:00,EngineTemp,103.4,C,Normal
SN000038377,AC00528,2026-01-07 18:23:00,HydraulicPressure,2838.03,psi,Normal
SN000038378,AC00974,2026-03-12 02:21:00,HydraulicPressure,2499.03,psi,Normal
SN000038379,AC00197,2026-03-27 18:05:00,OilPressure,43.91,psi,Normal
SN000038380,AC00094,2026-02-14 19:19:00,CabinPressure,8.05,psi,Normal
SN000038381,AC00560,2026-05-11 15:18:00,FuelFlow,1513.58,kg/h,Normal
SN000038382,AC00850,2026-01-10 02:03:00,EngineTemp,93.34,C,Normal
SN000038383,AC00757,2026-01-08 16:14:00,FuelFlow,1238.15,kg/h,Normal
SN000038384,AC00914,2026-06-24 09:56:00,OilPressure,70.45,psi,Normal
SN000038385,AC00754,2026-02-08 17:20:00,OilPressure,50.4,psi,Normal
SN000038386,AC00092,2026-03-10 00:13:00,HydraulicPressure,2963.83,psi,Normal
SN000038387,AC00736,2026-04-06 04:58:00,OilPressure,28.88,psi,Normal
SN000038388,AC00185,2026-06-04 16:01:00,HydraulicPressure,1819.33,psi,Normal
SN000038389,AC00590,2026-05-20 05:37:00,Vibration,5.05,mm/s,Normal
SN000038390,AC00400,2026-01-18 02:48:00,HydraulicPressure,1838.86,psi,Normal
SN000038391,AC00389,2026-06-04 05:03:00,Vibration,4.79,mm/s,Normal
SN000038392,AC00144,2026-06-10 19:50:00,FuelFlow,1435.0,kg/h,Warning
SN000038393,AC00341,2026-06-15 15:32:00,HydraulicPressure,2874.98,psi,Normal
SN000038394,AC00592,2026-05-10 19:04:00,FuelFlow,2442.46,kg/h,Normal
SN000038395,AC01154,2026-02-01 10:31:00,CabinPressure,7.85,psi,Normal
SN000038396,AC00798,2026-05-03 00:19:00,Vibration,5.09,mm/s,Warning
SN000038397,AC00706,2026-05-06 12:09:00,OilPressure,38.55,psi,Normal
SN000038398,AC00333,2026-06-23 12:55:00,CabinPressure,8.44,psi,Normal
SN000038399,AC00577,2026-01-12 18:06:00,OilPressure,77.64,psi,Normal
SN000038400,AC00181,2026-04-09 08:58:00,CabinPressure,7.98,psi,Normal
SN000038401,AC00217,2026-02-26 22:08:00,HydraulicPressure,2695.25,psi,Normal
SN000038402,AC00568,2026-04-30 09:20:00,FuelFlow,3150.72,kg/h,Normal
SN000038403,AC00548,2026-01-28 18:19:00,CabinPressure,7.41,psi,Normal
SN000038404,AC00154,2026-06-17 16:29:00,FuelFlow,2964.76,kg/h,Normal
SN000038405,AC00039,2026-01-11 09:45:00,CabinPressure,8.51,psi,Normal
SN000038406,AC00064,2026-05-23 23:44:00,CabinPressure,7.51,psi,Normal
SN000038407,AC00206,2026-05-10 18:17:00,FuelFlow,2045.03,kg/h,Normal
SN000038408,AC00134,2026-02-14 09:14:00,CabinPressure,7.41,psi,Normal
SN000038409,AC00913,2026-06-03 16:28:00,CabinPressure,7.85,psi,Normal
SN000038410,AC00342,2026-04-14 15:44:00,OilPressure,63.29,psi,Normal
SN000038411,AC00906,2026-06-29 02:37:00,EngineTemp,85.6,C,Warning
SN000038412,AC00160,2026-01-20 18:11:00,EngineTemp,85.19,C,Warning
SN000038413,AC00452,2026-01-13 01:54:00,HydraulicPressure,1887.78,psi,Normal
SN000038414,AC00896,2026-01-29 01:55:00,Vibration,4.83,mm/s,Normal
SN000038415,AC01147,2026-06-02 00:37:00,HydraulicPressure,2439.72,psi,Normal
SN000038416,AC00452,2026-02-28 09:26:00,CabinPressure,7.4,psi,Normal
SN000038417,AC00301,2026-06-28 09:48:00,CabinPressure,7.71,psi,Normal
SN000038418,AC01180,2026-03-29 19:56:00,EngineTemp,76.23,C,Normal
SN000038419,AC00316,2026-05-30 03:51:00,EngineTemp,78.71,C,Normal
SN000038420,AC00956,2026-03-23 06:46:00,OilPressure,58.9,psi,Normal
SN000038421,AC00833,2026-03-30 17:30:00,HydraulicPressure,2914.22,psi,Normal
SN000038422,AC00705,2026-02-15 13:00:00,EngineTemp,77.89,C,Normal
SN000038423,AC00747,2026-02-24 23:06:00,FuelFlow,1390.8,kg/h,Normal
SN000038424,AC00894,2026-01-26 20:08:00,OilPressure,38.91,psi,Normal
SN000038425,AC00934,2026-01-29 12:54:00,FuelFlow,1269.51,kg/h,Normal
SN000038426,AC00877,2026-01-18 13:45:00,FuelFlow,2709.4,kg/h,Normal
SN000038427,AC00715,2026-03-16 05:59:00,CabinPressure,8.43,psi,Normal
SN000038428,AC00498,2026-02-08 06:05:00,Vibration,1.68,mm/s,Normal
SN000038429,AC00620,2026-01-26 13:55:00,EngineTemp,96.64,C,Normal
SN000038430,AC00732,2026-06-25 19:25:00,OilPressure,64.91,psi,Normal
SN000038431,AC01026,2026-05-18 03:27:00,FuelFlow,660.72,kg/h,Normal
SN000038432,AC00959,2026-03-16 12:23:00,Vibration,0.4,mm/s,Normal
SN000038433,AC00259,2026-06-25 17:57:00,FuelFlow,3489.59,kg/h,Warning
SN000038434,AC00335,2026-04-16 14:09:00,EngineTemp,89.27,C,Normal
SN000038435,AC00709,2026-05-13 14:30:00,CabinPressure,8.31,psi,Normal
SN000038436,AC00898,2026-04-18 17:27:00,CabinPressure,7.15,psi,Normal
SN000038437,AC00261,2026-03-04 12:24:00,OilPressure,66.78,psi,Normal
SN000038438,AC00809,2026-06-11 17:30:00,Vibration,4.63,mm/s,Normal
SN000038439,AC00204,2026-05-23 09:50:00,Vibration,9.26,mm/s,Warning
SN000038440,AC01073,2026-06-01 18:10:00,OilPressure,62.26,psi,Normal
SN000038441,AC01021,2026-01-28 12:23:00,CabinPressure,7.22,psi,Normal
SN000038442,AC00002,2026-01-08 23:05:00,HydraulicPressure,2510.98,psi,Normal
SN000038443,AC00301,2026-04-26 09:10:00,OilPressure,33.87,psi,Normal
SN000038444,AC00288,2026-04-17 00:00:00,OilPressure,43.55,psi,Normal
SN000038445,AC00745,2026-05-27 08:34:00,FuelFlow,1488.64,kg/h,Normal
SN000038446,AC01179,2026-06-07 06:37:00,OilPressure,50.58,psi,Normal
SN000038447,AC00773,2026-04-25 16:05:00,EngineTemp,89.02,C,Normal
SN000038448,AC00850,2026-05-17 16:33:00,OilPressure,63.22,psi,Normal
SN000038449,AC00033,2026-05-11 18:04:00,CabinPressure,8.49,psi,Normal
SN000038450,AC01138,2026-04-02 08:52:00,Vibration,4.82,mm/s,Normal
SN000038451,AC00004,2026-01-23 05:15:00,CabinPressure,7.42,psi,Normal
SN000038452,AC00198,2026-02-28 20:47:00,CabinPressure,7.14,psi,Normal
SN000038453,AC00829,2026-02-13 14:47:00,OilPressure,41.81,psi,Normal
SN000038454,AC00736,2026-06-30 00:10:00,HydraulicPressure,2599.76,psi,Normal
SN000038455,AC00633,2026-05-18 11:45:00,OilPressure,66.09,psi,Normal
SN000038456,AC00116,2026-05-19 12:39:00,FuelFlow,862.53,kg/h,Normal
SN000038457,AC00714,2026-02-12 12:49:00,CabinPressure,8.31,psi,Normal
SN000038458,AC01058,2026-04-24 01:49:00,OilPressure,66.77,psi,Normal
SN000038459,AC00741,2026-04-15 17:27:00,Vibration,1.32,mm/s,Normal
SN000038460,AC00930,2026-06-11 18:21:00,EngineTemp,98.28,C,Normal
SN000038461,AC00862,2026-01-19 10:06:00,CabinPressure,7.23,psi,Normal
SN000038462,AC00151,2026-06-22 20:12:00,Vibration,3.05,mm/s,Normal
SN000038463,AC00320,2026-01-23 08:05:00,OilPressure,25.74,psi,Normal
SN000038464,AC00386,2026-02-20 03:32:00,Vibration,6.15,mm/s,Normal
SN000038465,AC00495,2026-04-08 19:16:00,OilPressure,39.69,psi,Normal
SN000038466,AC01131,2026-05-08 08:30:00,EngineTemp,94.16,C,Normal
SN000038467,AC01039,2026-06-03 01:46:00,HydraulicPressure,2727.19,psi,Normal
SN000038468,AC00653,2026-06-01 15:57:00,FuelFlow,1742.55,kg/h,Normal
SN000038469,AC00403,2026-04-14 02:05:00,OilPressure,26.58,psi,Normal
SN000038470,AC01061,2026-02-03 17:15:00,Vibration,4.59,mm/s,Normal
SN000038471,AC01176,2026-03-26 14:57:00,Vibration,5.42,mm/s,Normal
SN000038472,AC00413,2026-04-06 00:54:00,FuelFlow,2216.33,kg/h,Normal
SN000038473,AC00766,2026-05-15 08:11:00,EngineTemp,79.85,C,Normal
SN000038474,AC00578,2026-03-12 22:22:00,HydraulicPressure,1975.07,psi,Warning
SN000038475,AC00036,2026-06-27 12:31:00,Vibration,0.59,mm/s,Normal
SN000038476,AC00777,2026-02-28 06:13:00,EngineTemp,99.05,C,Normal
SN000038477,AC00133,2026-03-29 20:09:00,CabinPressure,7.69,psi,Normal
SN000038478,AC01147,2026-05-05 08:14:00,OilPressure,79.02,psi,Normal
SN000038479,AC00483,2026-05-12 00:39:00,EngineTemp,77.5,C,Normal
SN000038480,AC00013,2026-05-25 02:06:00,EngineTemp,102.58,C,Normal
SN000038481,AC00741,2026-05-22 07:03:00,HydraulicPressure,2573.28,psi,Normal
SN000038482,AC00467,2026-01-24 23:49:00,HydraulicPressure,3184.83,psi,Normal
SN000038483,AC00979,2026-03-03 18:26:00,OilPressure,28.96,psi,Normal
SN000038484,AC00561,2026-02-28 20:59:00,Vibration,1.63,mm/s,Normal
SN000038485,AC00458,2026-01-26 01:10:00,EngineTemp,100.2,C,Normal
SN000038486,AC01093,2026-05-01 04:44:00,EngineTemp,91.99,C,Normal
SN000038487,AC00574,2026-03-09 12:57:00,OilPressure,57.94,psi,Normal
SN000038488,AC00804,2026-02-26 17:53:00,HydraulicPressure,2313.74,psi,Normal
SN000038489,AC00694,2026-04-13 14:07:00,FuelFlow,1221.1,kg/h,Critical
SN000038490,AC00246,2026-01-15 13:12:00,EngineTemp,99.35,C,Normal
SN000038491,AC01102,2026-03-01 16:13:00,CabinPressure,7.17,psi,Normal
SN000038492,AC00882,2026-01-23 13:15:00,EngineTemp,114.2,C,Normal
SN000038493,AC00428,2026-05-28 01:50:00,CabinPressure,6.01,psi,Warning
SN000038494,AC01001,2026-02-27 23:58:00,CabinPressure,8.48,psi,Normal
SN000038495,AC00911,2026-06-11 21:00:00,CabinPressure,7.31,psi,Normal
SN000038496,AC00960,2026-05-14 21:53:00,OilPressure,55.52,psi,Normal
SN000038497,AC00176,2026-06-08 05:28:00,FuelFlow,1203.46,kg/h,Normal
SN000038498,AC00251,2026-02-08 21:36:00,HydraulicPressure,2235.38,psi,Normal
SN000038499,AC00244,2026-01-06 13:32:00,HydraulicPressure,3140.92,psi,Normal
SN000038500,AC00066,2026-02-21 00:44:00,Vibration,1.44,mm/s,Normal
SN000038501,AC00003,2026-04-20 03:03:00,Vibration,6.12,mm/s,Normal
SN000038502,AC00636,2026-06-25 12:42:00,FuelFlow,1243.6,kg/h,Normal
SN000038503,AC00445,2026-06-18 17:03:00,HydraulicPressure,2035.02,psi,Normal
SN000038504,AC00597,2026-04-28 10:23:00,EngineTemp,77.26,C,Normal
SN000038505,AC01073,2026-03-03 13:18:00,OilPressure,63.27,psi,Normal
SN000038506,AC00157,2026-01-17 07:50:00,HydraulicPressure,3090.49,psi,Normal
SN000038507,AC00954,2026-06-09 11:59:00,EngineTemp,106.12,C,Normal
SN000038508,AC00752,2026-06-21 03:17:00,CabinPressure,8.59,psi,Normal
SN000038509,AC00148,2026-02-10 13:36:00,CabinPressure,7.49,psi,Normal
SN000038510,AC01049,2026-01-14 07:11:00,CabinPressure,7.46,psi,Normal
SN000038511,AC00024,2026-06-28 06:35:00,Vibration,6.85,mm/s,Normal
SN000038512,AC01085,2026-01-18 23:00:00,Vibration,3.76,mm/s,Normal
SN000038513,AC00284,2026-05-30 17:42:00,FuelFlow,2075.94,kg/h,Normal
SN000038514,AC01199,2026-01-10 10:44:00,FuelFlow,953.24,kg/h,Normal
SN000038515,AC00147,2026-04-03 03:35:00,HydraulicPressure,2849.97,psi,Normal
SN000038516,AC00855,2026-01-17 06:11:00,HydraulicPressure,2041.09,psi,Normal
SN000038517,AC00906,2026-01-08 06:14:00,CabinPressure,8.06,psi,Normal
SN000038518,AC00763,2026-04-18 01:32:00,FuelFlow,3107.51,kg/h,Normal
SN000038519,AC01073,2026-04-15 10:04:00,FuelFlow,972.15,kg/h,Normal
SN000038520,AC00325,2026-05-08 21:06:00,OilPressure,40.58,psi,Normal
SN000038521,AC01016,2026-04-01 19:48:00,HydraulicPressure,3042.45,psi,Normal
SN000038522,AC00052,2026-05-09 13:53:00,CabinPressure,11.11,psi,Critical
SN000038523,AC00023,2026-06-18 08:22:00,CabinPressure,7.59,psi,Normal
SN000038524,AC00837,2026-02-28 00:45:00,FuelFlow,1900.08,kg/h,Normal
SN000038525,AC00120,2026-06-03 22:00:00,EngineTemp,82.22,C,Normal
SN000038526,AC01197,2026-01-10 23:50:00,CabinPressure,8.39,psi,Normal
SN000038527,AC00090,2026-05-15 00:47:00,OilPressure,30.4,psi,Normal
SN000038528,AC01168,2026-02-05 08:32:00,CabinPressure,6.25,psi,Warning
SN000038529,AC00947,2026-03-02 21:44:00,HydraulicPressure,2891.63,psi,Normal
SN000038530,AC00156,2026-02-01 06:01:00,HydraulicPressure,2266.23,psi,Normal
SN000038531,AC00677,2026-01-19 00:19:00,EngineTemp,93.03,C,Normal
SN000038532,AC00448,2026-03-11 00:45:00,Vibration,7.56,mm/s,Normal
SN000038533,AC00035,2026-03-03 16:11:00,CabinPressure,7.64,psi,Normal
SN000038534,AC00021,2026-02-27 13:45:00,FuelFlow,1541.71,kg/h,Warning
SN000038535,AC00063,2026-05-11 15:56:00,FuelFlow,1481.38,kg/h,Normal
SN000038536,AC00723,2026-05-29 05:33:00,Vibration,5.63,mm/s,Normal
SN000038537,AC00214,2026-01-11 04:36:00,HydraulicPressure,2008.47,psi,Normal
SN000038538,AC00617,2026-01-24 23:37:00,Vibration,0.85,mm/s,Normal
SN000038539,AC00740,2026-06-03 11:43:00,HydraulicPressure,2130.29,psi,Normal
SN000038540,AC00673,2026-05-16 00:37:00,HydraulicPressure,1640.73,psi,Warning
SN000038541,AC00122,2026-05-02 08:36:00,EngineTemp,94.81,C,Warning
SN000038542,AC00598,2026-03-10 03:59:00,Vibration,3.5,mm/s,Normal
SN000038543,AC00770,2026-06-08 10:47:00,EngineTemp,98.07,C,Normal
SN000038544,AC00548,2026-03-09 05:32:00,FuelFlow,2576.36,kg/h,Normal
SN000038545,AC00993,2026-03-20 14:28:00,EngineTemp,60.13,C,Critical
SN000038546,AC00653,2026-06-28 08:16:00,Vibration,6.86,mm/s,Normal
SN000038547,AC00774,2026-02-14 23:43:00,FuelFlow,2615.01,kg/h,Normal
SN000038548,AC01200,2026-03-27 08:23:00,HydraulicPressure,3160.79,psi,Normal
SN000038549,AC00922,2026-04-24 04:48:00,OilPressure,60.16,psi,Normal
SN000038550,AC00302,2026-03-01 14:14:00,Vibration,0.26,mm/s,Normal
SN000038551,AC00985,2026-01-08 08:17:00,HydraulicPressure,2965.26,psi,Normal
SN000038552,AC00619,2026-02-17 04:10:00,OilPressure,50.09,psi,Normal
SN000038553,AC01055,2026-05-08 18:03:00,FuelFlow,969.24,kg/h,Normal
SN000038554,AC00524,2026-06-17 10:13:00,CabinPressure,7.05,psi,Normal
SN000038555,AC00158,2026-06-12 00:36:00,EngineTemp,96.95,C,Normal
SN000038556,AC00669,2026-05-04 12:31:00,Vibration,5.66,mm/s,Normal
SN000038557,AC00132,2026-05-25 18:02:00,Vibration,0.29,mm/s,Normal
SN000038558,AC00400,2026-01-05 23:04:00,CabinPressure,8.32,psi,Normal
SN000038559,AC00907,2026-05-04 20:17:00,FuelFlow,595.41,kg/h,Normal
SN000038560,AC01141,2026-03-08 12:24:00,EngineTemp,95.12,C,Normal
SN000038561,AC00541,2026-03-01 15:01:00,OilPressure,83.05,psi,Normal
SN000038562,AC00692,2026-03-22 05:10:00,CabinPressure,7.17,psi,Normal
SN000038563,AC00047,2026-03-05 10:23:00,EngineTemp,82.33,C,Normal
SN000038564,AC01042,2026-06-29 21:49:00,Vibration,5.36,mm/s,Normal
SN000038565,AC00427,2026-02-01 22:57:00,Vibration,5.02,mm/s,Normal
SN000038566,AC00433,2026-01-16 11:00:00,EngineTemp,76.97,C,Normal
SN000038567,AC00759,2026-03-22 03:57:00,CabinPressure,8.42,psi,Normal
SN000038568,AC00853,2026-05-01 02:44:00,OilPressure,81.39,psi,Warning
SN000038569,AC00323,2026-02-24 18:24:00,FuelFlow,795.18,kg/h,Normal
SN000038570,AC00149,2026-01-29 19:03:00,CabinPressure,8.3,psi,Normal
SN000038571,AC00445,2026-05-13 18:52:00,OilPressure,83.91,psi,Normal
SN000038572,AC00182,2026-03-26 02:46:00,FuelFlow,2609.34,kg/h,Normal
SN000038573,AC00234,2026-04-17 12:58:00,FuelFlow,911.0,kg/h,Warning
SN000038574,AC01141,2026-06-19 09:13:00,EngineTemp,82.42,C,Normal
SN000038575,AC00267,2026-04-22 10:32:00,FuelFlow,2366.24,kg/h,Normal
SN000038576,AC00406,2026-04-03 12:07:00,FuelFlow,1156.98,kg/h,Normal
SN000038577,AC00194,2026-06-16 20:04:00,Vibration,0.25,mm/s,Normal
SN000038578,AC00130,2026-02-11 19:30:00,HydraulicPressure,2262.76,psi,Normal
SN000038579,AC00115,2026-01-01 07:29:00,CabinPressure,5.62,psi,Warning
SN000038580,AC00327,2026-03-23 20:05:00,FuelFlow,1080.72,kg/h,Normal
SN000038581,AC00898,2026-06-25 00:02:00,EngineTemp,91.51,C,Normal
SN000038582,AC00449,2026-04-05 14:10:00,EngineTemp,90.53,C,Normal
SN000038583,AC00426,2026-02-27 23:15:00,Vibration,2.05,mm/s,Normal
SN000038584,AC00145,2026-05-28 08:36:00,Vibration,7.58,mm/s,Normal
SN000038585,AC00024,2026-01-25 07:37:00,EngineTemp,105.24,C,Warning
SN000038586,AC00066,2026-02-08 19:07:00,HydraulicPressure,2261.51,psi,Normal
SN000038587,AC01174,2026-06-29 11:17:00,FuelFlow,1807.75,kg/h,Normal
SN000038588,AC01156,2026-03-05 17:15:00,Vibration,2.15,mm/s,Normal
SN000038589,AC00269,2026-02-05 12:01:00,OilPressure,50.14,psi,Normal
SN000038590,AC00288,2026-02-02 00:12:00,OilPressure,37.02,psi,Normal
SN000038591,AC00042,2026-05-23 05:14:00,CabinPressure,7.88,psi,Normal
SN000038592,AC00425,2026-05-12 14:41:00,HydraulicPressure,3081.31,psi,Normal
SN000038593,AC00891,2026-02-23 12:06:00,HydraulicPressure,2474.02,psi,Normal
SN000038594,AC00858,2026-03-03 01:57:00,EngineTemp,86.47,C,Normal
SN000038595,AC00223,2026-03-12 22:35:00,OilPressure,115.44,psi,Critical
SN000038596,AC00604,2026-02-24 15:17:00,OilPressure,47.27,psi,Normal
SN000038597,AC01152,2026-03-18 09:47:00,OilPressure,69.41,psi,Normal
SN000038598,AC00687,2026-06-06 22:26:00,EngineTemp,104.7,C,Normal
SN000038599,AC01019,2026-03-24 03:15:00,OilPressure,48.09,psi,Normal
SN000038600,AC00761,2026-05-28 11:58:00,CabinPressure,7.94,psi,Normal
SN000038601,AC01061,2026-06-22 13:36:00,Vibration,0.82,mm/s,Normal
SN000038602,AC00879,2026-03-26 00:42:00,EngineTemp,98.79,C,Normal
SN000038603,AC01065,2026-02-02 10:34:00,HydraulicPressure,2491.22,psi,Normal
SN000038604,AC00718,2026-04-03 09:23:00,OilPressure,57.28,psi,Normal
SN000038605,AC00325,2026-01-24 14:53:00,CabinPressure,8.33,psi,Normal
SN000038606,AC00685,2026-01-12 13:27:00,CabinPressure,7.2,psi,Normal
SN000038607,AC01187,2026-05-06 10:21:00,Vibration,6.53,mm/s,Normal
SN000038608,AC00310,2026-04-24 06:43:00,HydraulicPressure,2316.5,psi,Normal
SN000038609,AC00839,2026-06-14 20:29:00,HydraulicPressure,3021.15,psi,Normal
SN000038610,AC00974,2026-03-29 16:31:00,CabinPressure,11.81,psi,Critical
SN000038611,AC00434,2026-02-04 08:32:00,CabinPressure,7.01,psi,Normal
SN000038612,AC00096,2026-04-02 20:57:00,Vibration,4.26,mm/s,Normal
SN000038613,AC00346,2026-05-29 22:21:00,CabinPressure,7.65,psi,Normal
SN000038614,AC00287,2026-01-31 14:56:00,FuelFlow,2398.3,kg/h,Normal
SN000038615,AC00580,2026-05-22 23:49:00,EngineTemp,83.82,C,Normal
SN000038616,AC00097,2026-03-31 02:35:00,HydraulicPressure,2408.29,psi,Normal
SN000038617,AC00131,2026-02-06 00:15:00,EngineTemp,78.67,C,Normal
SN000038618,AC00604,2026-03-04 05:55:00,OilPressure,39.89,psi,Normal
SN000038619,AC00288,2026-02-21 07:06:00,HydraulicPressure,2645.66,psi,Normal
SN000038620,AC00632,2026-03-22 07:00:00,EngineTemp,112.42,C,Normal
SN000038621,AC00413,2026-06-15 23:31:00,EngineTemp,75.82,C,Normal
SN000038622,AC00193,2026-01-09 19:00:00,Vibration,1.83,mm/s,Normal
SN000038623,AC01006,2026-02-12 02:58:00,HydraulicPressure,2811.29,psi,Normal
SN000038624,AC00931,2026-03-18 02:10:00,EngineTemp,114.58,C,Normal
SN000038625,AC00783,2026-03-10 23:41:00,FuelFlow,2417.88,kg/h,Normal
SN000038626,AC00643,2026-01-25 13:27:00,Vibration,0.9,mm/s,Normal
SN000038627,AC00767,2026-03-04 16:29:00,Vibration,5.89,mm/s,Warning
SN000038628,AC00253,2026-05-17 14:01:00,CabinPressure,7.48,psi,Normal
SN000038629,AC00955,2026-03-04 17:25:00,CabinPressure,8.46,psi,Normal
SN000038630,AC00917,2026-06-09 12:24:00,HydraulicPressure,1898.66,psi,Normal
SN000038631,AC00808,2026-01-12 23:47:00,CabinPressure,7.12,psi,Normal
SN000038632,AC00122,2026-04-07 17:02:00,Vibration,7.84,mm/s,Normal
SN000038633,AC00127,2026-01-16 19:36:00,OilPressure,59.56,psi,Normal
SN000038634,AC00050,2026-02-22 06:50:00,HydraulicPressure,2462.82,psi,Normal
SN000038635,AC00717,2026-02-17 09:12:00,CabinPressure,7.22,psi,Normal
