flight_id,flight_number,airline,aircraft_id,departure_airport,arrival_airport,scheduled_departure,duration_minutes,distance_km,passengers,status,delay_minutes
FL0014272,AZ8513,AeroSky,AC00704,BOS,DEN,2026-02-07 22:26:00,378,910,211,Delayed,174
FL0014273,AZ2179,NovaAir,AC00850,ORD,SEA,2026-04-21 01:52:00,534,7440,190,Delayed,67
FL0014274,AZ4553,AtlanticJet,AC00871,LHR,BLR,2026-06-28 14:47:00,249,964,141,Scheduled,10
FL0014275,AZ113,AeroSky,AC00734,SFO,JFK,2026-05-07 19:04:00,446,8279,177,Delayed,154
FL0014276,AZ3770,NovaAir,AC00507,SFO,SIN,2026-06-28 21:51:00,897,2344,263,Completed,0
FL0014277,AZ4565,NovaAir,AC00418,LAX,ATL,2026-06-02 06:00:00,891,7664,115,Delayed,41
FL0014278,AZ6340,GlobalWings,AC00557,ATL,BOS,2026-03-18 16:08:00,257,6406,146,Delayed,147
FL0014279,AZ6340,AeroSky,AC00509,LAX,BOS,2026-05-23 06:42:00,210,5565,205,Delayed,14
FL0014280,AZ7616,AtlanticJet,AC00858,MIA,DEN,2026-01-26 03:07:00,536,4888,57,Scheduled,4
FL0014281,AZ8182,NovaAir,AC00034,BOS,SEA,2026-02-22 21:02:00,855,8405,227,Delayed,231
FL0014282,AZ3945,AeroSky,AC00272,DEL,BLR,2026-05-16 15:52:00,284,5076,149,Completed,7
FL0014283,AZ7093,AtlanticJet,AC00351,BOS,ATL,2026-04-04 16:02:00,855,6100,302,Delayed,33
FL0014284,AZ4811,AeroSky,AC00882,BOS,SIN,2026-01-12 05:06:00,553,2039,80,Completed,11
FL0014285,AZ5853,PacificAero,AC00720,DFW,MIA,2026-04-08 02:28:00,821,464,111,Delayed,130
FL0014286,AZ8715,GlobalWings,AC00303,SEA,JFK,2026-02-14 16:44:00,355,8477,167,Completed,2
FL0014287,AZ5217,GlobalWings,AC00585,ORD,DEN,2026-03-06 15:32:00,686,4296,242,Completed,6
FL0014288,AZ2719,SkyBridge,AC00668,MIA,LHR,2026-03-09 07:40:00,588,1877,304,Completed,7
FL0014289,AZ4946,PacificAero,AC01062,DEL,DFW,2026-05-30 18:38:00,653,4538,225,Completed,6
FL0014290,AZ6164,NovaAir,AC00867,ATL,BOS,2026-02-16 11:51:00,731,2195,69,Scheduled,4
FL0014291,AZ3059,SkyBridge,AC01194,ATL,SFO,2026-04-23 00:14:00,547,6117,105,Completed,4
FL0014292,AZ9837,SkyBridge,AC00014,DFW,BLR,2026-03-25 06:56:00,436,3861,131,Scheduled,14
FL0014293,AZ5729,AeroSky,AC00267,DXB,SFO,2026-05-12 21:01:00,600,6003,90,Completed,1
FL0014294,AZ9393,AtlanticJet,AC00637,JFK,LAX,2026-01-27 00:48:00,174,1552,62,Scheduled,6
FL0014295,AZ2779,PacificAero,AC01011,ATL,DFW,2026-06-16 09:24:00,308,2707,176,Completed,8
FL0014296,AZ1090,SkyBridge,AC00724,ATL,DEL,2026-02-22 10:01:00,517,1173,242,Completed,7
FL0014297,AZ8193,AtlanticJet,AC00716,BOS,LAX,2026-01-31 05:02:00,376,4708,220,Delayed,67
FL0014298,AZ8810,NovaAir,AC00142,ORD,DFW,2026-05-16 01:54:00,556,1911,159,Delayed,199
FL0014299,AZ7816,SkyBridge,AC00282,SEA,SIN,2026-06-18 21:54:00,618,5788,292,Completed,13
FL0014300,AZ2755,PacificAero,AC01114,ATL,DEL,2026-03-04 11:06:00,481,891,33,Scheduled,13
FL0014301,AZ2375,AtlanticJet,AC00049,SFO,MIA,2026-06-03 12:58:00,488,6429,171,Completed,12
FL0014302,AZ733,SkyBridge,AC00835,DEN,SEA,2026-01-09 22:24:00,707,5882,171,Completed,5
FL0014303,AZ9587,SkyBridge,AC00185,SEA,DEL,2026-02-10 16:32:00,503,1664,211,Completed,4
FL0014304,AZ5381,AeroSky,AC00602,BLR,SIN,2026-03-01 05:50:00,763,4960,281,Completed,9
FL0014305,AZ3173,AeroSky,AC01192,MIA,ORD,2026-04-05 15:23:00,479,504,126,Scheduled,5
FL0014306,AZ8247,AtlanticJet,AC00979,BLR,ORD,2026-04-03 11:21:00,693,3512,95,Scheduled,13
FL0014307,AZ2722,SkyBridge,AC00293,SFO,DEN,2026-01-08 00:53:00,236,5215,308,Delayed,211
FL0014308,AZ3931,GlobalWings,AC00550,DEL,LAX,2026-01-26 17:19:00,704,1903,230,Completed,5
FL0014309,AZ7112,GlobalWings,AC00462,ORD,SIN,2026-01-15 18:59:00,850,5827,303,Delayed,27
FL0014310,AZ455,SkyBridge,AC00894,DXB,SEA,2026-05-18 06:42:00,451,6315,18,Scheduled,15
FL0014311,AZ6468,SkyBridge,AC00435,LAX,SFO,2026-02-15 20:25:00,735,7174,82,Completed,6
FL0014312,AZ6452,AtlanticJet,AC00744,ATL,MIA,2026-04-09 05:21:00,796,4193,169,Completed,2
FL0014313,AZ242,AeroSky,AC00282,SFO,ATL,2026-02-15 12:28:00,161,2484,202,Completed,0
FL0014314,AZ7488,AtlanticJet,AC00083,MIA,SEA,2026-03-28 17:19:00,331,7007,178,Scheduled,5
FL0014315,AZ4786,GlobalWings,AC00783,SIN,DEL,2026-06-29 05:44:00,805,1352,225,Cancelled,15
FL0014316,AZ177,AeroSky,AC00348,MIA,SFO,2026-05-29 13:26:00,334,2875,170,Scheduled,4
FL0014317,AZ5706,PacificAero,AC00963,DEN,SEA,2026-04-21 10:51:00,686,4894,156,Completed,5
FL0014318,AZ4017,AeroSky,AC00158,DFW,JFK,2026-01-22 17:11:00,361,2783,226,Completed,9
FL0014319,AZ4012,NovaAir,AC00929,DXB,MIA,2026-03-20 17:04:00,294,4586,68,Scheduled,15
FL0014320,AZ1779,AtlanticJet,AC00890,DEN,DXB,2026-06-25 08:18:00,388,2631,203,Delayed,138
FL0014321,AZ5172,GlobalWings,AC00299,SIN,BLR,2026-05-26 16:39:00,825,7885,168,Completed,14
FL0014322,AZ292,NovaAir,AC00905,BLR,ATL,2026-03-30 08:25:00,563,6253,176,Completed,9
FL0014323,AZ5365,AtlanticJet,AC00373,SIN,DXB,2026-03-28 14:41:00,682,514,88,In Air,4
FL0014324,AZ5391,SkyBridge,AC01106,JFK,LHR,2026-05-07 00:39:00,464,7186,153,Completed,10
FL0014325,AZ4988,AtlanticJet,AC00488,DEL,ATL,2026-02-07 08:28:00,85,5696,153,In Air,1
FL0014326,AZ3817,NovaAir,AC00576,DXB,LHR,2026-05-03 03:12:00,887,7965,136,Scheduled,4
FL0014327,AZ8081,GlobalWings,AC00183,SIN,DXB,2026-04-08 20:43:00,391,8283,180,Completed,13
FL0014328,AZ5748,AtlanticJet,AC00971,SFO,DEL,2026-03-29 22:49:00,673,3852,246,Delayed,188
FL0014329,AZ2230,AeroSky,AC00545,DXB,BOS,2026-04-25 02:30:00,744,6879,140,Completed,6
FL0014330,AZ6999,PacificAero,AC00502,BLR,ATL,2026-04-23 07:20:00,259,1201,144,Completed,6
FL0014331,AZ5284,GlobalWings,AC00035,ORD,DFW,2026-01-04 16:45:00,614,2600,83,Scheduled,2
FL0014332,AZ6952,AeroSky,AC00037,DEN,LAX,2026-01-27 14:10:00,424,6222,97,Completed,13
FL0014333,AZ711,GlobalWings,AC00640,ATL,LAX,2026-01-31 10:25:00,350,2907,285,Completed,3
FL0014334,AZ8959,AeroSky,AC01111,ATL,JFK,2026-02-28 23:27:00,372,1835,102,Completed,7
FL0014335,AZ8966,SkyBridge,AC00798,BLR,DFW,2026-03-18 21:28:00,376,1969,162,Completed,3
FL0014336,AZ7057,AtlanticJet,AC00815,ORD,LHR,2026-04-28 15:43:00,614,1888,173,Scheduled,3
FL0014337,AZ8065,AtlanticJet,AC00362,DXB,SIN,2026-04-06 16:49:00,489,2462,267,Completed,2
FL0014338,AZ9383,NovaAir,AC01052,LHR,DEN,2026-05-29 08:10:00,105,4211,96,Scheduled,13
FL0014339,AZ5193,NovaAir,AC00856,LAX,SEA,2026-03-01 12:09:00,456,1161,160,Scheduled,15
FL0014340,AZ595,NovaAir,AC00908,SFO,BLR,2026-03-09 16:55:00,831,2710,266,Completed,9
FL0014341,AZ2063,AeroSky,AC00414,JFK,ATL,2026-04-19 22:05:00,108,2629,122,Cancelled,7
FL0014342,AZ2130,AeroSky,AC01094,DXB,SIN,2026-06-25 11:19:00,47,1243,325,Delayed,214
FL0014343,AZ684,GlobalWings,AC00378,SFO,BLR,2026-01-21 07:26:00,387,2072,96,Scheduled,9
FL0014344,AZ5957,PacificAero,AC01108,DXB,SFO,2026-04-22 07:58:00,554,5879,222,Delayed,234
FL0014345,AZ1590,AtlanticJet,AC00898,DXB,SEA,2026-03-24 10:49:00,281,1655,261,Completed,5
FL0014346,AZ6189,AeroSky,AC00378,LAX,JFK,2026-02-03 08:57:00,648,1522,77,Completed,9
FL0014347,AZ4910,NovaAir,AC00800,DXB,LAX,2026-06-26 10:24:00,815,8496,200,Completed,5
FL0014348,AZ764,PacificAero,AC00481,JFK,DEL,2026-06-15 02:19:00,761,4570,185,Delayed,167
FL0014349,AZ9721,GlobalWings,AC00923,SEA,ATL,2026-02-06 16:49:00,644,7809,55,Scheduled,12
FL0014350,AZ1982,GlobalWings,AC00629,DXB,SFO,2026-06-25 04:12:00,259,8276,64,Scheduled,3
FL0014351,AZ4712,SkyBridge,AC01144,LHR,ORD,2026-01-24 16:37:00,804,3694,147,In Air,0
FL0014352,AZ5881,AeroSky,AC00439,ORD,BOS,2026-05-13 14:43:00,196,1066,154,Scheduled,14
FL0014353,AZ5824,AtlanticJet,AC00256,MIA,SFO,2026-04-13 02:44:00,134,515,75,Completed,5
FL0014354,AZ4816,NovaAir,AC00799,DFW,DEN,2026-04-23 02:33:00,143,3063,185,Delayed,40
FL0014355,AZ7904,PacificAero,AC00839,SIN,MIA,2026-06-23 22:04:00,730,7950,134,In Air,2
FL0014356,AZ7245,NovaAir,AC01096,JFK,SFO,2026-02-08 00:58:00,512,5894,113,Scheduled,14
FL0014357,AZ7108,AeroSky,AC01102,ORD,DEL,2026-01-19 17:19:00,372,6678,38,Scheduled,15
FL0014358,AZ9450,NovaAir,AC00120,SIN,LHR,2026-03-01 02:43:00,545,4342,71,Completed,0
FL0014359,AZ6585,PacificAero,AC00947,DFW,DEN,2026-01-05 09:20:00,356,3965,133,Scheduled,14
FL0014360,AZ8910,AeroSky,AC00766,JFK,LAX,2026-03-08 16:14:00,151,7428,81,Completed,11
FL0014361,AZ9072,SkyBridge,AC00441,SIN,BOS,2026-01-12 08:48:00,879,7681,69,Scheduled,0
FL0014362,AZ5735,PacificAero,AC00937,SIN,BOS,2026-06-08 23:16:00,188,1594,73,Scheduled,3
FL0014363,AZ4432,SkyBridge,AC00245,MIA,BLR,2026-01-29 06:16:00,441,5860,202,Delayed,229
FL0014364,AZ8721,PacificAero,AC00388,SFO,DXB,2026-02-25 23:50:00,158,1336,139,Completed,10
FL0014365,AZ333,NovaAir,AC00303,LHR,SFO,2026-04-21 23:24:00,809,2586,205,Delayed,36
FL0014366,AZ3010,AtlanticJet,AC00511,ATL,DEL,2026-02-03 09:13:00,688,1224,113,Completed,7
FL0014367,AZ3537,SkyBridge,AC01089,JFK,DXB,2026-04-30 01:49:00,826,5264,237,Completed,12
FL0014368,AZ1174,AtlanticJet,AC00487,BLR,SFO,2026-03-24 13:42:00,755,6324,60,Scheduled,4
FL0014369,AZ4343,NovaAir,AC00189,SFO,SIN,2026-06-22 05:31:00,300,2766,98,Completed,9
FL0014370,AZ313,AtlanticJet,AC01061,ORD,BOS,2026-06-18 09:40:00,254,2432,162,Delayed,221
FL0014371,AZ2083,NovaAir,AC00110,BOS,ATL,2026-01-28 22:16:00,127,5265,182,Completed,10
FL0014372,AZ976,SkyBridge,AC01095,MIA,BOS,2026-06-17 23:29:00,114,2848,188,Completed,14
FL0014373,AZ543,PacificAero,AC00750,SFO,DFW,2026-06-28 09:40:00,881,3672,130,Scheduled,4
FL0014374,AZ2751,AtlanticJet,AC00008,BLR,SFO,2026-04-20 11:17:00,150,6470,223,Completed,14
FL0014375,AZ7736,NovaAir,AC00931,DEL,JFK,2026-01-14 13:45:00,589,1154,184,Completed,13
FL0014376,AZ624,AtlanticJet,AC00178,BLR,DEN,2026-01-21 12:44:00,696,1148,162,Completed,15
FL0014377,AZ5076,GlobalWings,AC00043,SFO,LHR,2026-03-29 21:55:00,870,2027,164,Scheduled,7
FL0014378,AZ3607,SkyBridge,AC01067,LAX,DEL,2026-06-30 03:57:00,550,2152,113,Scheduled,7
FL0014379,AZ3330,SkyBridge,AC00119,SFO,DFW,2026-03-25 23:46:00,115,4158,263,Scheduled,7
FL0014380,AZ4474,AeroSky,AC01040,ORD,MIA,2026-01-21 19:54:00,554,8004,68,Cancelled,11
FL0014381,AZ4038,PacificAero,AC00323,BOS,ORD,2026-03-24 21:17:00,167,6207,68,Completed,1
FL0014382,AZ227,AeroSky,AC01132,DEN,BOS,2026-05-31 01:29:00,587,1644,33,Cancelled,2
FL0014383,AZ8592,PacificAero,AC00430,SEA,LAX,2026-05-27 18:47:00,306,3035,151,Delayed,97
FL0014384,AZ5963,AeroSky,AC00945,DEL,SEA,2026-05-06 19:15:00,758,7061,167,Completed,9
FL0014385,AZ7710,SkyBridge,AC01159,JFK,LHR,2026-06-16 19:50:00,412,8009,69,Completed,0
FL0014386,AZ2813,NovaAir,AC00683,LHR,DEN,2026-05-04 04:39:00,287,7492,181,Completed,7
FL0014387,AZ6998,SkyBridge,AC00842,SFO,DEN,2026-05-08 12:26:00,795,4158,179,Completed,15
FL0014388,AZ8227,PacificAero,AC00369,ATL,DEL,2026-05-14 10:11:00,862,6411,53,Scheduled,0
FL0014389,AZ8401,NovaAir,AC01153,ATL,ORD,2026-04-24 00:19:00,263,3065,195,Completed,14
FL0014390,AZ9692,SkyBridge,AC00123,BLR,BOS,2026-06-19 06:08:00,191,5869,231,Completed,9
FL0014391,AZ3945,GlobalWings,AC00289,MIA,ATL,2026-03-13 16:38:00,744,2675,148,Completed,1
FL0014392,AZ5226,AtlanticJet,AC00128,MIA,SEA,2026-05-31 14:33:00,628,7319,133,Completed,14
FL0014393,AZ4506,AtlanticJet,AC00159,DXB,LAX,2026-06-25 16:09:00,111,4072,105,Completed,12
FL0014394,AZ2205,NovaAir,AC00295,DFW,JFK,2026-04-10 04:21:00,667,1478,103,Completed,10
FL0014395,AZ1388,NovaAir,AC00581,LAX,SFO,2026-02-22 12:04:00,745,5219,228,Delayed,114
FL0014396,AZ883,AeroSky,AC00586,SEA,SFO,2026-02-19 05:38:00,219,6239,102,In Air,2
FL0014397,AZ9920,SkyBridge,AC01024,BOS,SEA,2026-05-22 06:57:00,167,3359,261,Completed,9
FL0014398,AZ8536,GlobalWings,AC00814,DEL,LHR,2026-03-15 13:16:00,93,897,32,Scheduled,8
FL0014399,AZ6865,AeroSky,AC00566,SIN,SFO,2026-06-07 09:40:00,469,790,160,Completed,6
FL0014400,AZ4560,NovaAir,AC00927,BOS,SEA,2026-05-26 14:47:00,487,3514,98,Completed,3
FL0014401,AZ4227,GlobalWings,AC01031,MIA,LHR,2026-03-27 00:10:00,145,5393,92,Scheduled,8
FL0014402,AZ9488,AeroSky,AC01184,BLR,ORD,2026-02-13 11:04:00,590,1226,75,Scheduled,8
FL0014403,AZ784,AtlanticJet,AC01101,DXB,SEA,2026-03-20 12:27:00,618,447,72,Delayed,216
FL0014404,AZ1074,AeroSky,AC00283,BLR,JFK,2026-06-07 02:38:00,147,4072,187,Delayed,44
FL0014405,AZ5227,AtlanticJet,AC01111,DFW,LAX,2026-03-13 00:32:00,240,2968,108,Completed,13
FL0014406,AZ4152,AeroSky,AC00203,DFW,SIN,2026-03-11 10:34:00,142,4848,290,Completed,6
FL0014407,AZ3582,AeroSky,AC00581,DFW,DEL,2026-06-08 06:42:00,679,563,265,Scheduled,7
FL0014408,AZ1852,GlobalWings,AC00678,LHR,ATL,2026-05-09 12:52:00,375,1667,319,In Air,14
FL0014409,AZ3568,GlobalWings,AC00349,DEN,LAX,2026-05-30 00:59:00,529,5883,104,Completed,10
FL0014410,AZ6813,AtlanticJet,AC00902,DXB,SFO,2026-01-23 09:10:00,820,7001,197,Completed,13
FL0014411,AZ5330,SkyBridge,AC00678,BOS,LHR,2026-06-02 16:25:00,802,738,106,Delayed,138
FL0014412,AZ7871,PacificAero,AC00880,LHR,DEN,2026-02-19 23:15:00,786,4927,179,Scheduled,12
FL0014413,AZ9675,SkyBridge,AC00159,LAX,DFW,2026-03-08 21:53:00,684,2146,152,Completed,13
FL0014414,AZ3605,NovaAir,AC00671,JFK,LAX,2026-07-02 00:30:00,844,4363,113,Scheduled,6
FL0014415,AZ157,AeroSky,AC00378,DFW,BOS,2026-03-28 12:08:00,814,803,151,Delayed,236
FL0014416,AZ8810,AtlanticJet,AC00540,DFW,MIA,2026-06-24 19:07:00,867,2260,160,Scheduled,6
FL0014417,AZ4378,AtlanticJet,AC01026,ATL,BOS,2026-03-03 22:52:00,540,4321,167,Scheduled,13
FL0014418,AZ6279,SkyBridge,AC00596,SEA,JFK,2026-02-12 02:41:00,643,7066,230,Scheduled,13
FL0014419,AZ1064,NovaAir,AC00515,JFK,BOS,2026-04-03 23:34:00,738,6093,70,Completed,4
FL0014420,AZ1569,NovaAir,AC00600,ORD,DEL,2026-01-10 04:40:00,755,2522,182,Completed,13
FL0014421,AZ7353,AeroSky,AC00029,MIA,SFO,2026-04-15 09:15:00,601,357,84,Delayed,114
FL0014422,AZ1828,AtlanticJet,AC00976,SEA,MIA,2026-04-26 13:55:00,625,6263,79,Delayed,30
FL0014423,AZ6851,GlobalWings,AC00109,MIA,DEN,2026-04-19 12:47:00,64,2113,239,Scheduled,7
FL0014424,AZ3508,PacificAero,AC00371,SEA,DEL,2026-02-19 18:35:00,208,6111,245,Completed,3
FL0014425,AZ8856,SkyBridge,AC00818,DEN,ORD,2026-06-01 13:02:00,426,8091,241,Completed,10
FL0014426,AZ3606,GlobalWings,AC00485,SIN,DEL,2026-05-14 09:02:00,634,1426,56,Cancelled,13
FL0014427,AZ7518,NovaAir,AC00936,DEL,JFK,2026-05-30 02:43:00,517,8375,102,Completed,0
FL0014428,AZ2766,GlobalWings,AC00785,MIA,DFW,2026-05-22 04:29:00,458,5969,207,Completed,5
FL0014429,AZ5928,PacificAero,AC00954,JFK,BLR,2026-05-13 03:44:00,614,6526,120,Completed,7
FL0014430,AZ9233,SkyBridge,AC00247,ORD,BOS,2026-02-05 13:28:00,621,2997,74,Completed,8
FL0014431,AZ4198,SkyBridge,AC00148,JFK,SIN,2026-06-13 13:41:00,749,4476,133,Completed,13
FL0014432,AZ7460,AtlanticJet,AC00764,ORD,LAX,2026-05-28 16:31:00,822,6884,116,Scheduled,10
FL0014433,AZ9968,AeroSky,AC00163,LHR,LAX,2026-01-20 03:17:00,848,6813,123,Completed,11
FL0014434,AZ4492,AeroSky,AC00601,LAX,BLR,2026-06-05 12:09:00,396,278,267,Completed,9
FL0014435,AZ1365,NovaAir,AC01181,LAX,DXB,2026-06-11 08:15:00,686,5024,187,Completed,5
FL0014436,AZ8768,AtlanticJet,AC00713,DEN,JFK,2026-05-19 12:45:00,512,6624,102,Delayed,68
FL0014437,AZ2767,SkyBridge,AC00795,DEL,SFO,2026-02-26 04:55:00,111,2000,140,Completed,4
FL0014438,AZ7691,GlobalWings,AC00138,DXB,BOS,2026-04-22 10:24:00,870,3661,136,Completed,8
FL0014439,AZ5145,GlobalWings,AC00410,ATL,DEN,2026-01-04 02:47:00,375,5361,267,Completed,7
FL0014440,AZ8028,SkyBridge,AC00046,BLR,MIA,2026-01-11 08:34:00,354,6722,271,Completed,10
FL0014441,AZ5143,SkyBridge,AC00250,MIA,BLR,2026-02-11 12:55:00,546,1453,184,Scheduled,5
FL0014442,AZ6723,AtlanticJet,AC00498,DEL,ORD,2026-05-28 14:59:00,45,1648,116,Scheduled,1
FL0014443,AZ703,GlobalWings,AC00884,LHR,BLR,2026-04-29 16:11:00,126,6412,312,Completed,15
FL0014444,AZ7613,NovaAir,AC00004,BLR,SIN,2026-05-19 04:31:00,159,1811,304,Completed,12
FL0014445,AZ4681,SkyBridge,AC00038,MIA,DXB,2026-01-18 14:12:00,273,2296,176,Scheduled,6
FL0014446,AZ8945,AtlanticJet,AC00248,BOS,ATL,2026-04-10 13:14:00,220,2820,321,Delayed,220
FL0014447,AZ8090,AeroSky,AC01179,JFK,DEN,2026-05-14 13:50:00,392,5109,240,Completed,15
FL0014448,AZ2558,NovaAir,AC00725,LHR,ATL,2026-05-01 02:38:00,345,2490,128,Delayed,217
FL0014449,AZ3297,SkyBridge,AC00505,MIA,DXB,2026-04-28 10:28:00,799,8431,149,Completed,11
FL0014450,AZ8851,GlobalWings,AC00615,JFK,SFO,2026-03-05 04:00:00,94,5128,69,Completed,8
FL0014451,AZ3294,AtlanticJet,AC00059,MIA,BLR,2026-02-17 19:54:00,501,6999,139,Completed,10
FL0014452,AZ6224,AtlanticJet,AC01055,DFW,SFO,2026-01-03 22:46:00,234,2006,35,Scheduled,9
FL0014453,AZ6689,NovaAir,AC00684,ORD,LHR,2026-05-25 11:09:00,358,2667,104,Completed,10
FL0014454,AZ7052,NovaAir,AC00314,LAX,DEL,2026-05-31 21:28:00,837,5535,114,Delayed,69
FL0014455,AZ3815,SkyBridge,AC00852,DXB,DFW,2026-05-04 11:42:00,494,1373,32,Scheduled,12
FL0014456,AZ1962,AtlanticJet,AC00467,SFO,SIN,2026-03-03 15:40:00,312,3133,132,In Air,10
FL0014457,AZ243,GlobalWings,AC00830,ORD,DEL,2026-01-17 21:18:00,359,6359,191,Completed,5
FL0014458,AZ6915,GlobalWings,AC00185,DEN,DEL,2026-02-03 20:47:00,479,3973,181,Completed,6
FL0014459,AZ2182,GlobalWings,AC01063,LAX,BOS,2026-03-03 00:48:00,58,5792,167,Completed,14
FL0014460,AZ8001,NovaAir,AC00949,ORD,DEL,2026-06-15 21:37:00,430,3814,252,Completed,5
FL0014461,AZ9429,AtlanticJet,AC00630,SIN,DEL,2026-05-18 05:12:00,66,4704,162,Scheduled,13
FL0014462,AZ9140,GlobalWings,AC00940,SEA,SIN,2026-05-14 21:40:00,890,3764,168,Completed,8
FL0014463,AZ1406,NovaAir,AC00723,DEL,LAX,2026-06-13 13:35:00,577,354,212,Scheduled,6
FL0014464,AZ2789,SkyBridge,AC01081,MIA,LHR,2026-06-25 15:23:00,384,7311,213,Delayed,147
FL0014465,AZ5996,NovaAir,AC00453,ORD,LHR,2026-01-24 12:24:00,349,1812,68,Completed,12
FL0014466,AZ2042,GlobalWings,AC00701,LAX,BOS,2026-01-16 22:39:00,351,1474,242,Completed,7
FL0014467,AZ4165,NovaAir,AC00887,DEL,SFO,2026-06-18 17:27:00,213,8415,89,Cancelled,8
FL0014468,AZ2529,GlobalWings,AC00821,ORD,LAX,2026-03-23 19:08:00,410,7241,84,Scheduled,8
FL0014469,AZ6578,AtlanticJet,AC00656,DXB,ATL,2026-01-12 09:06:00,464,1249,12,Scheduled,4
FL0014470,AZ1589,PacificAero,AC00205,SEA,JFK,2026-02-22 15:36:00,258,897,279,Scheduled,1
FL0014471,AZ5272,AtlanticJet,AC00412,SFO,LHR,2026-02-01 15:51:00,685,7298,225,Scheduled,12
FL0014472,AZ9329,AtlanticJet,AC01132,ORD,DEL,2026-02-25 16:56:00,713,7764,292,Cancelled,12
FL0014473,AZ8951,AtlanticJet,AC00053,ORD,DXB,2026-06-25 19:13:00,495,1922,41,Cancelled,13
FL0014474,AZ4851,NovaAir,AC00831,DXB,DEN,2026-02-17 15:07:00,263,3946,37,Scheduled,14
FL0014475,AZ4734,AeroSky,AC00962,ORD,BLR,2026-02-15 11:58:00,215,7520,211,Scheduled,2
FL0014476,AZ7362,NovaAir,AC01064,BLR,JFK,2026-05-22 05:27:00,849,3512,173,Completed,0
FL0014477,AZ9846,SkyBridge,AC00230,DEN,SIN,2026-01-15 19:59:00,71,1040,300,Completed,1
FL0014478,AZ3030,AtlanticJet,AC01092,ATL,DFW,2026-02-28 23:07:00,342,1840,125,Delayed,181
FL0014479,AZ5865,SkyBridge,AC00932,DEN,LAX,2026-05-08 07:56:00,244,4438,87,Completed,11
FL0014480,AZ9522,SkyBridge,AC00574,ATL,DEL,2026-03-22 14:35:00,163,6235,186,Scheduled,15
FL0014481,AZ4708,PacificAero,AC01089,DFW,BOS,2026-03-29 08:20:00,444,5517,229,Completed,4
FL0014482,AZ2892,AeroSky,AC00658,DEN,LAX,2026-03-11 08:04:00,235,3875,172,In Air,4
FL0014483,AZ8420,GlobalWings,AC01091,DEN,ORD,2026-01-26 09:11:00,659,6457,5,Scheduled,14
FL0014484,AZ4525,PacificAero,AC00442,SFO,BOS,2026-03-13 20:12:00,381,911,109,Completed,1
FL0014485,AZ5413,NovaAir,AC00050,BLR,DFW,2026-05-05 10:59:00,622,4167,154,Completed,8
FL0014486,AZ4107,AeroSky,AC00254,BLR,LAX,2026-02-16 19:45:00,595,2878,107,Delayed,210
FL0014487,AZ9458,AeroSky,AC00031,SFO,DXB,2026-02-18 08:17:00,393,8055,131,Delayed,40
FL0014488,AZ1058,GlobalWings,AC00315,ORD,SFO,2026-06-05 22:27:00,451,833,82,Completed,13
FL0014489,AZ1805,NovaAir,AC00920,ORD,BOS,2026-01-26 06:24:00,319,2790,175,Delayed,151
FL0014490,AZ4421,PacificAero,AC00558,DXB,BOS,2026-04-04 18:51:00,808,6029,67,In Air,13
FL0014491,AZ6771,AeroSky,AC00764,BOS,LAX,2026-03-15 19:24:00,620,4733,256,Delayed,4
FL0014492,AZ5891,SkyBridge,AC01116,BOS,JFK,2026-06-14 03:10:00,553,4827,75,Scheduled,15
FL0014493,AZ7847,PacificAero,AC00548,DEL,LAX,2026-05-19 17:45:00,812,6767,235,Completed,10
FL0014494,AZ4791,GlobalWings,AC00716,DFW,SEA,2026-05-24 15:30:00,572,8128,145,Completed,1
FL0014495,AZ1845,SkyBridge,AC00099,ATL,SIN,2026-05-12 15:43:00,81,5187,175,Completed,12
FL0014496,AZ3725,SkyBridge,AC00876,JFK,BLR,2026-06-19 16:47:00,617,7340,122,Completed,8
FL0014497,AZ1018,NovaAir,AC00592,JFK,MIA,2026-02-22 14:02:00,198,1428,272,Completed,12
FL0014498,AZ6847,AtlanticJet,AC00643,BLR,DEL,2026-05-11 23:01:00,399,3422,153,Scheduled,1
FL0014499,AZ6911,GlobalWings,AC00719,ATL,BOS,2026-01-29 11:34:00,465,7181,82,Delayed,70
FL0014500,AZ8556,SkyBridge,AC00897,MIA,DXB,2026-06-04 17:04:00,283,3006,112,Delayed,61
FL0014501,AZ6855,NovaAir,AC00484,DEL,BLR,2026-01-12 23:48:00,486,3433,143,Completed,4
FL0014502,AZ9181,NovaAir,AC00669,ORD,MIA,2026-05-22 18:25:00,388,5272,89,Delayed,84
FL0014503,AZ8045,GlobalWings,AC00092,DEL,BLR,2026-03-19 00:11:00,584,5844,13,Scheduled,7
FL0014504,AZ3667,AtlanticJet,AC01045,DEN,DEL,2026-04-05 00:24:00,171,5831,284,Completed,4
FL0014505,AZ3051,SkyBridge,AC00949,DFW,SIN,2026-04-12 03:24:00,429,1545,125,Completed,0
FL0014506,AZ351,NovaAir,AC00928,DEL,SFO,2026-05-15 00:38:00,475,7702,37,Scheduled,5
FL0014507,AZ1489,AtlanticJet,AC00028,JFK,SFO,2026-04-10 00:50:00,518,5552,40,Cancelled,6
FL0014508,AZ219,AeroSky,AC01071,BOS,SIN,2026-06-19 06:18:00,283,2743,52,Cancelled,6
FL0014509,AZ8030,AeroSky,AC01193,DFW,DEL,2026-05-01 03:54:00,355,4869,208,Completed,7
