maintenance_id,aircraft_id,maintenance_date,maintenance_type,severity,downtime_hours,cost_usd,status,technician
MT0011015,AC00970,2026-04-18,Structural Inspection,Medium,8,46305,Scheduled,Technician-B
MT0011016,AC00463,2026-02-17,Hydraulic Check,Medium,13,51808,Completed,Technician-A
MT0011017,AC00594,2026-05-01,Structural Inspection,Low,62,79978,Completed,Technician-C
MT0011018,AC00182,2026-03-10,Avionics Inspection,Low,6,77162,Scheduled,Technician-B
MT0011019,AC00843,2026-05-10,Routine Service,Medium,27,27315,In Progress,Technician-C
MT0011020,AC00493,2026-01-13,Engine Inspection,Low,64,25074,In Progress,Technician-A
MT0011021,AC01082,2026-02-26,Structural Inspection,Low,45,31276,Completed,Technician-D
MT0011022,AC00020,2026-01-25,Landing Gear,Low,50,48888,In Progress,Technician-A
MT0011023,AC00960,2026-01-24,Avionics Inspection,Low,46,39230,Scheduled,Technician-B
MT0011024,AC00271,2026-02-09,Engine Inspection,Low,70,57246,Completed,Technician-A
MT0011025,AC00497,2026-05-01,Routine Service,Low,27,49758,Completed,Technician-A
MT0011026,AC00907,2026-04-17,Hydraulic Check,High,29,43938,In Progress,Technician-C
MT0011027,AC00803,2026-04-25,Structural Inspection,Critical,10,32963,In Progress,Technician-A
MT0011028,AC01130,2026-02-14,Engine Inspection,High,30,66831,Scheduled,Technician-D
MT0011029,AC00637,2026-04-24,Hydraulic Check,Low,36,10243,Completed,Technician-B
MT0011030,AC00258,2026-05-21,Structural Inspection,Medium,12,24222,Completed,Technician-A
MT0011031,AC00465,2026-05-27,Hydraulic Check,Medium,47,28724,In Progress,Technician-D
MT0011032,AC00853,2026-06-07,Routine Service,Low,32,81804,In Progress,Technician-A
MT0011033,AC00709,2026-04-28,Routine Service,Low,28,27741,Scheduled,Technician-C
MT0011034,AC00687,2026-04-06,Avionics Inspection,Medium,15,78180,Completed,Technician-A
MT0011035,AC00347,2026-02-24,Routine Service,Medium,5,77662,Completed,Technician-D
MT0011036,AC00844,2026-03-20,Routine Service,Medium,63,19116,Completed,Technician-C
MT0011037,AC00755,2026-01-14,Routine Service,Low,50,40610,Completed,Technician-A
MT0011038,AC00349,2026-05-03,Engine Inspection,Low,28,5493,Completed,Technician-A
MT0011039,AC00538,2026-04-15,Avionics Inspection,Medium,12,71328,Completed,Technician-B
MT0011040,AC00282,2026-06-17,Routine Service,Medium,64,58570,Completed,Technician-D
MT0011041,AC01183,2026-06-13,Avionics Inspection,Medium,43,43440,Completed,Technician-B
MT0011042,AC01008,2026-03-04,Structural Inspection,Low,44,15271,In Progress,Technician-B
MT0011043,AC00473,2026-01-28,Avionics Inspection,High,3,16989,Completed,Technician-C
MT0011044,AC00118,2026-03-18,Routine Service,Low,29,76463,In Progress,Technician-A
MT0011045,AC00960,2026-02-23,Hydraulic Check,Medium,58,49056,Scheduled,Technician-A
MT0011046,AC00893,2026-02-23,Avionics Inspection,Medium,17,33882,Completed,Technician-B
MT0011047,AC00385,2026-04-30,Avionics Inspection,Low,61,11582,Completed,Technician-D
MT0011048,AC00958,2026-05-29,Landing Gear,Medium,13,29606,In Progress,Technician-D
MT0011049,AC00048,2026-02-25,Structural Inspection,High,18,31255,Completed,Technician-B
MT0011050,AC00979,2026-04-21,Structural Inspection,High,6,72962,In Progress,Technician-A
MT0011051,AC01113,2026-07-01,Landing Gear,Low,31,50755,Completed,Technician-D
MT0011052,AC00049,2026-02-07,Landing Gear,Medium,21,52412,Completed,Technician-B
MT0011053,AC01198,2026-01-03,Structural Inspection,Low,37,31272,Completed,Technician-D
MT0011054,AC00060,2026-05-06,Avionics Inspection,Low,7,38734,Completed,Technician-B
MT0011055,AC00264,2026-04-23,Routine Service,Low,45,21790,In Progress,Technician-A
MT0011056,AC00415,2026-03-10,Routine Service,Low,55,84934,Scheduled,Technician-B
MT0011057,AC00037,2026-01-29,Routine Service,Medium,39,65816,Scheduled,Technician-C
MT0011058,AC00497,2026-05-27,Engine Inspection,Low,27,26766,Completed,Technician-B
MT0011059,AC00776,2026-06-03,Structural Inspection,Medium,67,5684,Scheduled,Technician-D
MT0011060,AC00417,2026-06-25,Structural Inspection,Medium,43,81711,Completed,Technician-B
MT0011061,AC01045,2026-05-29,Landing Gear,Low,16,51968,Completed,Technician-B
MT0011062,AC00259,2026-01-13,Routine Service,Low,41,77880,Scheduled,Technician-C
MT0011063,AC00102,2026-06-11,Engine Inspection,Medium,62,14836,In Progress,Technician-B
MT0011064,AC00304,2026-01-12,Avionics Inspection,High,12,77465,Completed,Technician-D
MT0011065,AC00089,2026-03-06,Routine Service,Low,9,48503,Completed,Technician-A
MT0011066,AC00575,2026-04-30,Landing Gear,Medium,50,40579,Completed,Technician-A
MT0011067,AC00257,2026-05-28,Avionics Inspection,Low,37,20003,In Progress,Technician-B
MT0011068,AC00761,2026-01-14,Structural Inspection,Medium,16,58997,Scheduled,Technician-B
MT0011069,AC00485,2026-05-02,Structural Inspection,Medium,37,42810,In Progress,Technician-A
MT0011070,AC01151,2026-06-26,Engine Inspection,Medium,28,3086,Completed,Technician-A
MT0011071,AC00562,2026-06-30,Routine Service,Low,56,24810,Completed,Technician-B
MT0011072,AC01142,2026-05-03,Landing Gear,High,10,51631,Scheduled,Technician-C
MT0011073,AC00598,2026-04-15,Routine Service,High,7,25555,Scheduled,Technician-C
MT0011074,AC00751,2026-01-23,Hydraulic Check,Critical,27,75710,Completed,Technician-B
MT0011075,AC00968,2026-03-25,Structural Inspection,Low,64,59506,Completed,Technician-C
MT0011076,AC00123,2026-02-01,Routine Service,Medium,2,28174,Scheduled,Technician-D
MT0011077,AC00791,2026-02-21,Landing Gear,High,59,49793,Completed,Technician-D
MT0011078,AC00831,2026-03-07,Routine Service,Medium,26,65762,Scheduled,Technician-C
MT0011079,AC00149,2026-04-01,Engine Inspection,Low,19,7339,Scheduled,Technician-B
MT0011080,AC00564,2026-06-17,Landing Gear,Low,45,82710,In Progress,Technician-A
MT0011081,AC00859,2026-02-10,Structural Inspection,Medium,25,23475,Completed,Technician-A
MT0011082,AC00953,2026-06-15,Structural Inspection,Medium,54,35595,In Progress,Technician-A
MT0011083,AC00111,2026-03-24,Hydraulic Check,Low,36,6426,In Progress,Technician-B
MT0011084,AC00931,2026-05-24,Hydraulic Check,High,59,77704,In Progress,Technician-A
MT0011085,AC00661,2026-06-24,Engine Inspection,Medium,9,84863,Scheduled,Technician-B
MT0011086,AC00675,2026-03-29,Hydraulic Check,Low,68,34877,Completed,Technician-B
MT0011087,AC01056,2026-02-27,Engine Inspection,Low,42,59674,In Progress,Technician-B
MT0011088,AC00627,2026-05-26,Engine Inspection,Low,6,51587,Completed,Technician-A
MT0011089,AC00647,2026-05-29,Routine Service,Low,28,45468,Completed,Technician-D
MT0011090,AC01020,2026-05-20,Structural Inspection,Low,56,68703,Completed,Technician-B
MT0011091,AC01047,2026-02-14,Routine Service,Critical,16,78443,In Progress,Technician-A
MT0011092,AC01072,2026-04-18,Routine Service,Low,26,60659,Completed,Technician-D
MT0011093,AC00770,2026-06-05,Hydraulic Check,Low,2,18488,Completed,Technician-C
MT0011094,AC00192,2026-04-17,Hydraulic Check,Medium,17,7558,Scheduled,Technician-B
MT0011095,AC00189,2026-01-21,Engine Inspection,High,59,83324,Scheduled,Technician-A
MT0011096,AC00108,2026-04-27,Engine Inspection,Low,52,71011,Scheduled,Technician-A
MT0011097,AC00369,2026-05-14,Engine Inspection,Low,3,6069,Scheduled,Technician-C
MT0011098,AC00377,2026-03-23,Avionics Inspection,Low,36,76807,In Progress,Technician-B
MT0011099,AC01065,2026-02-11,Hydraulic Check,High,7,26592,In Progress,Technician-C
MT0011100,AC00268,2026-06-16,Structural Inspection,Medium,42,12964,In Progress,Technician-C
MT0011101,AC00209,2026-02-03,Landing Gear,Medium,53,3310,In Progress,Technician-D
MT0011102,AC01076,2026-06-18,Avionics Inspection,Low,38,38089,Scheduled,Technician-A
MT0011103,AC00990,2026-06-22,Engine Inspection,Low,46,71366,Scheduled,Technician-B
MT0011104,AC01014,2026-06-24,Avionics Inspection,Medium,70,65168,Completed,Technician-C
MT0011105,AC00521,2026-06-03,Landing Gear,Medium,72,73104,Completed,Technician-B
MT0011106,AC00799,2026-05-30,Engine Inspection,Medium,63,60262,Completed,Technician-D
MT0011107,AC00932,2026-03-16,Avionics Inspection,Low,18,25801,Completed,Technician-C
MT0011108,AC00065,2026-03-27,Hydraulic Check,Medium,25,79550,Completed,Technician-B
MT0011109,AC00771,2026-05-21,Structural Inspection,Medium,25,65199,Completed,Technician-B
MT0011110,AC00469,2026-06-06,Routine Service,Low,48,84390,In Progress,Technician-D
MT0011111,AC00168,2026-02-23,Routine Service,Medium,21,76326,Completed,Technician-D
MT0011112,AC00860,2026-02-12,Landing Gear,Low,69,28936,In Progress,Technician-C
MT0011113,AC00046,2026-01-29,Hydraulic Check,Medium,11,35190,In Progress,Technician-A
MT0011114,AC00539,2026-01-26,Avionics Inspection,Low,42,58859,Scheduled,Technician-B
MT0011115,AC00137,2026-04-07,Hydraulic Check,Medium,34,16870,Completed,Technician-C
MT0011116,AC00224,2026-02-21,Structural Inspection,Low,68,25043,Completed,Technician-D
MT0011117,AC00447,2026-03-16,Avionics Inspection,Critical,14,65536,Completed,Technician-A
MT0011118,AC00553,2026-05-10,Landing Gear,Low,64,9279,In Progress,Technician-A
MT0011119,AC01075,2026-01-31,Structural Inspection,Medium,14,77564,Completed,Technician-A
MT0011120,AC00151,2026-02-26,Routine Service,Low,8,39672,In Progress,Technician-A
MT0011121,AC00981,2026-03-24,Hydraulic Check,Medium,19,47870,Scheduled,Technician-B
MT0011122,AC00997,2026-06-10,Avionics Inspection,High,45,2376,In Progress,Technician-D
MT0011123,AC00104,2026-07-01,Engine Inspection,Critical,19,55431,Scheduled,Technician-D
MT0011124,AC00395,2026-03-22,Avionics Inspection,Medium,32,49200,Scheduled,Technician-C
MT0011125,AC00132,2026-05-11,Landing Gear,Low,19,25190,Completed,Technician-B
MT0011126,AC00247,2026-03-29,Hydraulic Check,Low,26,72157,Completed,Technician-D
MT0011127,AC00110,2026-02-23,Routine Service,Medium,28,10636,Completed,Technician-B
MT0011128,AC00456,2026-02-04,Structural Inspection,High,33,58728,In Progress,Technician-A
MT0011129,AC00138,2026-04-10,Routine Service,Low,71,82723,Scheduled,Technician-C
MT0011130,AC00433,2026-05-28,Structural Inspection,Medium,19,68299,In Progress,Technician-C
MT0011131,AC00540,2026-06-24,Hydraulic Check,Medium,67,22740,Completed,Technician-C
MT0011132,AC00808,2026-06-09,Hydraulic Check,Medium,35,64506,Completed,Technician-B
MT0011133,AC00273,2026-01-13,Avionics Inspection,High,20,38299,Completed,Technician-C
MT0011134,AC00620,2026-02-03,Landing Gear,Medium,50,70305,Scheduled,Technician-C
MT0011135,AC00476,2026-05-25,Landing Gear,Low,7,61176,Completed,Technician-D
MT0011136,AC00102,2026-01-12,Avionics Inspection,High,5,30066,Completed,Technician-A
MT0011137,AC00699,2026-02-01,Engine Inspection,Low,11,5719,In Progress,Technician-D
MT0011138,AC00945,2026-01-27,Structural Inspection,Critical,43,7011,Completed,Technician-B
MT0011139,AC00820,2026-01-25,Engine Inspection,Low,64,82111,Scheduled,Technician-D
MT0011140,AC00548,2026-05-26,Hydraulic Check,Medium,14,3253,Completed,Technician-B
MT0011141,AC00199,2026-03-03,Engine Inspection,Medium,66,36344,Completed,Technician-A
MT0011142,AC00703,2026-04-03,Routine Service,Medium,3,6947,Completed,Technician-C
MT0011143,AC01116,2026-02-24,Avionics Inspection,Low,53,63369,In Progress,Technician-A
MT0011144,AC00567,2026-02-21,Routine Service,High,64,32586,Scheduled,Technician-A
MT0011145,AC00403,2026-05-02,Structural Inspection,Low,5,80474,Completed,Technician-B
MT0011146,AC00296,2026-05-20,Hydraulic Check,Low,51,62514,Scheduled,Technician-B
MT0011147,AC00507,2026-02-18,Routine Service,Medium,29,76100,Scheduled,Technician-A
MT0011148,AC00851,2026-04-18,Routine Service,Low,22,78486,In Progress,Technician-A
MT0011149,AC00862,2026-05-25,Avionics Inspection,Medium,65,33455,Scheduled,Technician-B
MT0011150,AC00217,2026-01-13,Structural Inspection,Medium,57,61310,In Progress,Technician-C
MT0011151,AC00926,2026-04-11,Structural Inspection,Low,11,26263,Completed,Technician-A
MT0011152,AC00057,2026-03-14,Engine Inspection,High,62,25643,Completed,Technician-D
MT0011153,AC00565,2026-03-04,Structural Inspection,High,64,71680,Scheduled,Technician-B
MT0011154,AC00365,2026-02-28,Structural Inspection,Medium,7,7611,Completed,Technician-A
MT0011155,AC00153,2026-01-23,Avionics Inspection,High,11,927,In Progress,Technician-D
MT0011156,AC00035,2026-06-13,Hydraulic Check,Low,57,39667,Completed,Technician-C
MT0011157,AC00808,2026-05-08,Hydraulic Check,Low,22,64380,Completed,Technician-A
MT0011158,AC00017,2026-06-03,Avionics Inspection,Low,33,56637,Scheduled,Technician-C
MT0011159,AC00824,2026-04-22,Hydraulic Check,Medium,35,37423,Completed,Technician-B
MT0011160,AC00146,2026-04-13,Avionics Inspection,Low,4,51481,In Progress,Technician-C
MT0011161,AC00428,2026-04-10,Avionics Inspection,Critical,18,58791,Scheduled,Technician-D
MT0011162,AC00249,2026-01-28,Hydraulic Check,Low,21,24918,Completed,Technician-A
MT0011163,AC00441,2026-03-18,Routine Service,High,7,62449,In Progress,Technician-C
MT0011164,AC00396,2026-07-01,Engine Inspection,High,40,71012,Scheduled,Technician-A
MT0011165,AC00285,2026-01-05,Landing Gear,Medium,19,40751,Scheduled,Technician-A
MT0011166,AC00431,2026-01-13,Landing Gear,High,13,25447,In Progress,Technician-D
MT0011167,AC00449,2026-01-09,Structural Inspection,High,67,70948,In Progress,Technician-A
MT0011168,AC00738,2026-03-27,Structural Inspection,High,26,64241,Completed,Technician-D
MT0011169,AC00838,2026-03-08,Landing Gear,Medium,72,25893,In Progress,Technician-C
MT0011170,AC01083,2026-04-13,Avionics Inspection,Low,72,32871,Scheduled,Technician-B
MT0011171,AC00887,2026-02-11,Routine Service,Medium,4,11458,In Progress,Technician-A
MT0011172,AC00294,2026-06-24,Hydraulic Check,Low,37,62607,Completed,Technician-C
MT0011173,AC00972,2026-03-29,Routine Service,Low,63,29021,Completed,Technician-C
MT0011174,AC00307,2026-03-03,Engine Inspection,Low,8,37228,In Progress,Technician-C
MT0011175,AC00661,2026-06-14,Avionics Inspection,Low,16,49174,Completed,Technician-B
MT0011176,AC00297,2026-01-06,Engine Inspection,Medium,18,60104,In Progress,Technician-A
MT0011177,AC00353,2026-03-09,Landing Gear,Low,69,72710,In Progress,Technician-B
MT0011178,AC00467,2026-06-07,Engine Inspection,High,18,3115,In Progress,Technician-A
MT0011179,AC00497,2026-01-16,Landing Gear,Low,49,35549,Completed,Technician-B
MT0011180,AC00860,2026-02-03,Engine Inspection,Medium,19,41760,Scheduled,Technician-A
MT0011181,AC01042,2026-01-13,Hydraulic Check,Medium,41,39506,Completed,Technician-C
MT0011182,AC00729,2026-04-20,Engine Inspection,High,52,24031,Completed,Technician-B
MT0011183,AC00623,2026-04-13,Avionics Inspection,Low,20,5139,Completed,Technician-D
MT0011184,AC00743,2026-02-10,Avionics Inspection,Low,13,81367,Scheduled,Technician-C
MT0011185,AC01169,2026-02-28,Structural Inspection,High,59,1802,Completed,Technician-C
MT0011186,AC00660,2026-01-29,Routine Service,High,51,27191,Completed,Technician-C
MT0011187,AC00090,2026-02-19,Structural Inspection,Medium,64,31531,Completed,Technician-B
MT0011188,AC00393,2026-05-21,Avionics Inspection,Low,47,1760,Completed,Technician-C
MT0011189,AC00857,2026-01-18,Avionics Inspection,Low,40,69731,Scheduled,Technician-D
MT0011190,AC00445,2026-06-19,Avionics Inspection,Medium,69,25757,Completed,Technician-A
MT0011191,AC00794,2026-05-08,Routine Service,High,65,63839,Completed,Technician-B
MT0011192,AC00108,2026-06-28,Hydraulic Check,Medium,28,30588,In Progress,Technician-D
MT0011193,AC00703,2026-06-21,Structural Inspection,High,68,10100,In Progress,Technician-D
MT0011194,AC00495,2026-05-07,Engine Inspection,Medium,8,77551,Completed,Technician-B
MT0011195,AC00642,2026-01-30,Hydraulic Check,Medium,55,51757,In Progress,Technician-D
MT0011196,AC01191,2026-06-14,Routine Service,Low,23,7827,Completed,Technician-A
MT0011197,AC00755,2026-02-02,Hydraulic Check,Medium,17,63214,Completed,Technician-D
MT0011198,AC00909,2026-02-13,Hydraulic Check,Medium,5,48101,In Progress,Technician-C
MT0011199,AC01119,2026-06-01,Landing Gear,Medium,32,20366,Completed,Technician-A
MT0011200,AC00964,2026-06-08,Hydraulic Check,Medium,4,70267,Scheduled,Technician-D
MT0011201,AC00710,2026-02-06,Hydraulic Check,Low,26,11935,Completed,Technician-D
MT0011202,AC01067,2026-06-25,Routine Service,Medium,50,69777,Completed,Technician-A
MT0011203,AC00959,2026-04-11,Engine Inspection,High,53,51498,Completed,Technician-A
MT0011204,AC01086,2026-05-27,Structural Inspection,Low,21,35123,Scheduled,Technician-D
MT0011205,AC00093,2026-01-02,Engine Inspection,Low,44,10276,Completed,Technician-C
MT0011206,AC00063,2026-04-23,Structural Inspection,Low,54,26099,Completed,Technician-C
MT0011207,AC00812,2026-05-02,Landing Gear,Medium,4,60550,Completed,Technician-D
MT0011208,AC00390,2026-04-03,Routine Service,Medium,5,43343,Scheduled,Technician-B
MT0011209,AC00043,2026-05-12,Avionics Inspection,Low,72,50798,In Progress,Technician-B
MT0011210,AC00493,2026-06-21,Engine Inspection,Medium,45,23353,Scheduled,Technician-D
MT0011211,AC00521,2026-03-24,Engine Inspection,Medium,11,53799,Completed,Technician-B
MT0011212,AC01118,2026-06-22,Landing Gear,Low,52,72512,Scheduled,Technician-A
MT0011213,AC01174,2026-05-31,Engine Inspection,Medium,48,18562,Scheduled,Technician-A
MT0011214,AC00331,2026-03-03,Routine Service,Medium,41,2860,In Progress,Technician-B
MT0011215,AC00642,2026-06-25,Routine Service,High,26,59528,Completed,Technician-A
MT0011216,AC00167,2026-03-05,Engine Inspection,High,33,65708,Completed,Technician-C
MT0011217,AC00171,2026-04-27,Hydraulic Check,Low,59,15951,In Progress,Technician-A
MT0011218,AC00191,2026-05-13,Structural Inspection,Low,2,81957,In Progress,Technician-B
MT0011219,AC00233,2026-01-25,Structural Inspection,Critical,7,14728,Completed,Technician-D
MT0011220,AC00193,2026-02-28,Avionics Inspection,High,30,34013,Scheduled,Technician-C
MT0011221,AC00037,2026-06-21,Hydraulic Check,Medium,30,24285,Completed,Technician-C
MT0011222,AC00328,2026-04-28,Engine Inspection,High,16,51708,Completed,Technician-B
MT0011223,AC01118,2026-05-13,Landing Gear,Low,64,30572,Completed,Technician-D
MT0011224,AC00581,2026-06-23,Routine Service,Medium,8,61506,In Progress,Technician-A
MT0011225,AC00504,2026-01-31,Hydraulic Check,Medium,23,1947,Scheduled,Technician-A
MT0011226,AC00643,2026-01-02,Structural Inspection,Low,10,11496,Completed,Technician-D
MT0011227,AC00486,2026-04-13,Engine Inspection,Medium,13,21034,Completed,Technician-A
MT0011228,AC00075,2026-06-08,Avionics Inspection,High,26,9701,Completed,Technician-C
MT0011229,AC00456,2026-05-16,Landing Gear,Low,64,83287,Completed,Technician-A
MT0011230,AC00097,2026-02-17,Avionics Inspection,Medium,52,59940,Scheduled,Technician-A
MT0011231,AC00688,2026-04-09,Structural Inspection,High,25,53320,Completed,Technician-A
MT0011232,AC01083,2026-02-19,Landing Gear,Low,24,47401,Completed,Technician-C
MT0011233,AC00928,2026-06-29,Structural Inspection,Low,67,3903,Completed,Technician-C
MT0011234,AC00699,2026-06-03,Structural Inspection,Medium,70,1315,Completed,Technician-B
MT0011235,AC00693,2026-03-27,Landing Gear,Low,57,25419,Completed,Technician-B
MT0011236,AC00284,2026-01-14,Avionics Inspection,Low,2,1430,Completed,Technician-C
MT0011237,AC00376,2026-04-22,Routine Service,High,42,47056,Scheduled,Technician-D
MT0011238,AC00426,2026-05-14,Engine Inspection,Low,5,68614,In Progress,Technician-A
MT0011239,AC00381,2026-01-30,Landing Gear,Low,25,65977,Completed,Technician-A
MT0011240,AC00713,2026-02-08,Hydraulic Check,Low,70,24544,Scheduled,Technician-C
MT0011241,AC00185,2026-02-13,Avionics Inspection,Medium,68,50424,Completed,Technician-B
MT0011242,AC00797,2026-05-24,Structural Inspection,Low,3,51572,Scheduled,Technician-C
MT0011243,AC01104,2026-03-01,Engine Inspection,Low,70,76464,In Progress,Technician-A
MT0011244,AC00744,2026-02-27,Structural Inspection,Medium,17,572,Scheduled,Technician-B
MT0011245,AC00705,2026-05-25,Routine Service,Medium,28,79768,In Progress,Technician-B
MT0011246,AC00913,2026-06-19,Landing Gear,Medium,55,81320,Completed,Technician-D
MT0011247,AC00324,2026-02-19,Landing Gear,Low,27,82876,Completed,Technician-B
MT0011248,AC00639,2026-03-25,Avionics Inspection,Medium,18,68793,Completed,Technician-D
MT0011249,AC00794,2026-02-05,Routine Service,Medium,65,84466,Completed,Technician-D
MT0011250,AC00928,2026-02-03,Routine Service,Medium,20,14495,Completed,Technician-D
MT0011251,AC00843,2026-01-25,Avionics Inspection,Medium,48,64175,In Progress,Technician-C
MT0011252,AC00458,2026-03-12,Routine Service,Medium,55,40987,Completed,Technician-A
MT0011253,AC00252,2026-04-22,Hydraulic Check,Medium,34,5388,Scheduled,Technician-D
MT0011254,AC00478,2026-04-09,Hydraulic Check,Low,5,6076,Scheduled,Technician-D
MT0011255,AC00679,2026-05-12,Landing Gear,Medium,56,82100,In Progress,Technician-D
MT0011256,AC00474,2026-03-01,Structural Inspection,Low,69,80359,Completed,Technician-D
MT0011257,AC00518,2026-03-19,Engine Inspection,Low,43,76261,Completed,Technician-D
MT0011258,AC00308,2026-01-13,Engine Inspection,Medium,66,73058,Scheduled,Technician-C
MT0011259,AC00783,2026-04-21,Hydraulic Check,Low,11,70931,In Progress,Technician-B
MT0011260,AC00277,2026-03-02,Landing Gear,Low,52,31030,Scheduled,Technician-B
MT0011261,AC00257,2026-06-23,Avionics Inspection,High,38,43505,Completed,Technician-C
MT0011262,AC01140,2026-01-23,Avionics Inspection,Medium,34,10722,Completed,Technician-C
MT0011263,AC00652,2026-06-03,Routine Service,Medium,20,22099,In Progress,Technician-B
MT0011264,AC01197,2026-01-11,Engine Inspection,Low,22,69786,Completed,Technician-A
MT0011265,AC00577,2026-05-20,Hydraulic Check,Medium,69,64599,Completed,Technician-D
MT0011266,AC00068,2026-02-04,Routine Service,High,72,64087,Scheduled,Technician-C
MT0011267,AC01131,2026-04-17,Avionics Inspection,Low,59,54263,Completed,Technician-C
MT0011268,AC01029,2026-03-20,Landing Gear,High,71,82991,Scheduled,Technician-C
MT0011269,AC00321,2026-04-23,Structural Inspection,Medium,8,67297,Completed,Technician-A
MT0011270,AC00865,2026-06-15,Routine Service,Medium,56,9114,Completed,Technician-A
MT0011271,AC00357,2026-05-18,Hydraulic Check,Low,27,69269,Completed,Technician-A
MT0011272,AC01162,2026-05-11,Structural Inspection,High,31,66871,Completed,Technician-B
MT0011273,AC00243,2026-05-14,Hydraulic Check,Low,49,22929,Scheduled,Technician-B
MT0011274,AC00802,2026-06-28,Landing Gear,Low,17,35888,Scheduled,Technician-D
MT0011275,AC00018,2026-06-07,Structural Inspection,Medium,61,43199,In Progress,Technician-C
MT0011276,AC00905,2026-02-08,Landing Gear,Medium,63,69029,Completed,Technician-B
MT0011277,AC00598,2026-05-07,Avionics Inspection,Low,71,1098,Completed,Technician-A
MT0011278,AC01087,2026-06-06,Routine Service,Low,20,34025,Completed,Technician-B
MT0011279,AC00352,2026-05-30,Routine Service,Medium,48,56740,Completed,Technician-B
MT0011280,AC00297,2026-05-26,Routine Service,Medium,64,74604,In Progress,Technician-A
MT0011281,AC00028,2026-03-09,Routine Service,Medium,23,52600,Scheduled,Technician-B
MT0011282,AC01081,2026-06-03,Hydraulic Check,Low,3,53585,Completed,Technician-B
MT0011283,AC00764,2026-06-16,Structural Inspection,Medium,32,57255,In Progress,Technician-D
MT0011284,AC00605,2026-02-05,Routine Service,High,72,1628,Completed,Technician-A
MT0011285,AC00349,2026-05-09,Structural Inspection,Low,4,1291,Scheduled,Technician-A
MT0011286,AC00537,2026-01-06,Avionics Inspection,Medium,13,43535,Completed,Technician-D
MT0011287,AC00544,2026-02-07,Routine Service,High,8,21232,Completed,Technician-C
MT0011288,AC00195,2026-03-21,Engine Inspection,Low,19,52902,Scheduled,Technician-A
MT0011289,AC01098,2026-06-08,Engine Inspection,Medium,11,62829,Completed,Technician-A
MT0011290,AC00629,2026-04-21,Hydraulic Check,Low,2,10205,Completed,Technician-D
MT0011291,AC00974,2026-04-19,Hydraulic Check,Low,17,39868,Scheduled,Technician-B
MT0011292,AC00419,2026-01-15,Structural Inspection,Low,62,66512,In Progress,Technician-D
MT0011293,AC00595,2026-01-04,Engine Inspection,Low,32,5567,In Progress,Technician-B
MT0011294,AC00525,2026-06-24,Structural Inspection,Medium,38,37120,Scheduled,Technician-A
MT0011295,AC00955,2026-02-28,Hydraulic Check,Low,35,62549,In Progress,Technician-D
MT0011296,AC00083,2026-03-29,Hydraulic Check,Medium,40,61735,Completed,Technician-D
MT0011297,AC00948,2026-01-24,Structural Inspection,High,26,44113,In Progress,Technician-A
MT0011298,AC00285,2026-04-23,Landing Gear,Low,35,33270,In Progress,Technician-B
MT0011299,AC00212,2026-04-26,Structural Inspection,Medium,61,12544,In Progress,Technician-C
MT0011300,AC00538,2026-01-14,Engine Inspection,Medium,22,12202,Completed,Technician-A
MT0011301,AC00513,2026-04-21,Structural Inspection,Low,38,69010,Completed,Technician-B
MT0011302,AC00701,2026-03-20,Landing Gear,High,48,31110,Scheduled,Technician-B
MT0011303,AC00272,2026-03-30,Routine Service,Low,11,41129,Scheduled,Technician-C
MT0011304,AC00732,2026-06-16,Structural Inspection,Medium,6,44773,Scheduled,Technician-B
MT0011305,AC00717,2026-04-29,Structural Inspection,Low,49,36050,Completed,Technician-A
MT0011306,AC00090,2026-04-04,Avionics Inspection,High,37,18936,In Progress,Technician-B
MT0011307,AC00731,2026-04-11,Engine Inspection,Low,32,53380,Completed,Technician-D
MT0011308,AC00765,2026-03-27,Routine Service,Low,61,10136,Completed,Technician-C
MT0011309,AC00598,2026-01-19,Hydraulic Check,High,51,6006,In Progress,Technician-D
MT0011310,AC00505,2026-05-29,Avionics Inspection,Medium,24,65817,Completed,Technician-A
MT0011311,AC00331,2026-04-05,Avionics Inspection,Low,44,10691,Scheduled,Technician-B
MT0011312,AC00555,2026-04-28,Landing Gear,Low,29,28019,Completed,Technician-C
MT0011313,AC00934,2026-03-07,Avionics Inspection,Low,33,26413,Completed,Technician-A
MT0011314,AC00077,2026-04-18,Engine Inspection,High,25,21053,Completed,Technician-A
MT0011315,AC00006,2026-01-10,Landing Gear,Low,41,70011,Scheduled,Technician-C
MT0011316,AC00724,2026-05-11,Hydraulic Check,Medium,14,24122,Completed,Technician-C
MT0011317,AC00798,2026-04-25,Structural Inspection,Low,5,40107,Scheduled,Technician-A
MT0011318,AC00299,2026-06-25,Engine Inspection,High,12,8328,In Progress,Technician-C
MT0011319,AC00981,2026-02-10,Routine Service,Medium,48,81706,Completed,Technician-B
MT0011320,AC00246,2026-05-09,Routine Service,Low,28,27384,Completed,Technician-B
MT0011321,AC00588,2026-04-20,Structural Inspection,Low,72,27999,Scheduled,Technician-B
MT0011322,AC00388,2026-04-19,Engine Inspection,Low,57,45550,In Progress,Technician-C
MT0011323,AC00478,2026-04-13,Structural Inspection,Low,16,7669,Completed,Technician-B
MT0011324,AC00926,2026-06-20,Structural Inspection,Low,10,16441,Scheduled,Technician-A
MT0011325,AC00745,2026-02-10,Engine Inspection,Medium,39,49285,Scheduled,Technician-C
