incident_id,flight_id,aircraft_id,incident_timestamp,incident_type,severity,resolution_status,airport
IN0007347,FL0002708,AC00521,2026-06-03 23:42:00,Hydraulic Leak,Critical,Resolved,DFW
IN0007348,FL0008413,AC00319,2026-04-15 16:51:00,Bird Strike,Medium,Resolved,ORD
IN0007349,FL0012865,AC01095,2026-06-19 01:44:00,Brake Issue,High,Resolved,ATL
IN0007350,FL0010670,AC00371,2026-01-06 19:11:00,Weather Alert,Medium,Investigating,SEA
IN0007351,FL0008850,AC00389,2026-06-12 11:22:00,Weather Alert,High,Closed,DFW
IN0007352,FL0006636,AC00631,2026-05-23 17:44:00,Bird Strike,Medium,Resolved,DEL
IN0007353,FL0004504,AC00770,2026-04-02 19:38:00,Weather Alert,High,Open,ATL
IN0007354,FL0008271,AC00662,2026-02-04 11:46:00,Engine Alert,Medium,Resolved,BOS
IN0007355,FL0008324,AC00097,2026-06-11 21:02:00,Weather Alert,Medium,Investigating,BLR
IN0007356,FL0013424,AC00936,2026-06-30 07:07:00,Weather Alert,Medium,Investigating,SEA
IN0007357,FL0002250,AC00764,2026-03-21 10:19:00,Hydraulic Leak,Low,Closed,SFO
IN0007358,FL0010951,AC00485,2026-02-13 12:03:00,Brake Issue,High,Closed,DEL
IN0007359,FL0014058,AC00823,2026-01-10 13:02:00,Weather Alert,High,Resolved,SEA
IN0007360,FL0000453,AC00804,2026-04-22 14:59:00,Engine Alert,High,Closed,MIA
IN0007361,FL0013745,AC00801,2026-03-27 20:57:00,Hydraulic Leak,Low,Closed,BOS
IN0007362,FL0009954,AC00684,2026-05-03 07:37:00,Brake Issue,Medium,Closed,DXB
IN0007363,FL0009738,AC00350,2026-04-17 11:31:00,Bird Strike,Low,Resolved,JFK
IN0007364,FL0007545,AC00198,2026-04-09 16:21:00,Weather Alert,Medium,Resolved,LHR
IN0007365,FL0000516,AC00847,2026-06-17 19:41:00,Engine Alert,High,Investigating,ATL
IN0007366,FL0002754,AC01001,2026-02-27 02:45:00,Bird Strike,Medium,Closed,SFO
IN0007367,FL0008557,AC00291,2026-04-11 09:42:00,Brake Issue,High,Open,DFW
IN0007368,FL0014119,AC00201,2026-02-25 18:19:00,Bird Strike,High,Resolved,LAX
IN0007369,FL0008778,AC00864,2026-03-29 23:24:00,Navigation Error,Low,Closed,BLR
IN0007370,FL0000677,AC00484,2026-02-15 09:32:00,Bird Strike,High,Open,DEN
IN0007371,FL0000183,AC00947,2026-02-23 06:14:00,Bird Strike,Medium,Resolved,DFW
IN0007372,FL0005543,AC00964,2026-01-28 06:25:00,Navigation Error,Medium,Open,DFW
IN0007373,FL0000129,AC00588,2026-04-21 03:43:00,Bird Strike,High,Investigating,SFO
IN0007374,FL0004729,AC00500,2026-01-09 00:45:00,Navigation Error,High,Closed,ATL
IN0007375,FL0010995,AC00511,2026-04-18 20:48:00,Engine Alert,Low,Resolved,ORD
IN0007376,FL0002440,AC00655,2026-04-02 13:44:00,Weather Alert,Critical,Closed,SIN
IN0007377,FL0006878,AC00802,2026-04-15 11:55:00,Engine Alert,Low,Closed,DFW
IN0007378,FL0012418,AC00301,2026-05-07 01:35:00,Weather Alert,Low,Resolved,SFO
IN0007379,FL0005292,AC00208,2026-02-20 02:28:00,Engine Alert,Medium,Closed,DEN
IN0007380,FL0013410,AC00836,2026-04-28 14:32:00,Weather Alert,Low,Resolved,BOS
IN0007381,FL0014549,AC00233,2026-03-04 17:31:00,Brake Issue,Medium,Open,ORD
IN0007382,FL0009165,AC00474,2026-04-30 18:49:00,Engine Alert,Low,Open,BLR
IN0007383,FL0007437,AC00351,2026-02-17 18:31:00,Turbulence,Low,Closed,ATL
IN0007384,FL0001559,AC00209,2026-01-27 15:55:00,Weather Alert,High,Resolved,DFW
IN0007385,FL0013734,AC01052,2026-01-20 08:50:00,Turbulence,Medium,Closed,SFO
IN0007386,FL0006714,AC00455,2026-02-16 01:10:00,Navigation Error,Medium,Open,DXB
IN0007387,FL0006347,AC01005,2026-03-31 16:39:00,Hydraulic Leak,High,Investigating,ORD
IN0007388,FL0002452,AC00966,2026-03-26 07:00:00,Weather Alert,High,Investigating,SIN
IN0007389,FL0013312,AC00234,2026-02-07 01:50:00,Turbulence,High,Resolved,SIN
IN0007390,FL0000156,AC00740,2026-04-03 10:08:00,Hydraulic Leak,Low,Open,DEN
IN0007391,FL0004978,AC00024,2026-01-12 06:55:00,Bird Strike,Medium,Open,MIA
IN0007392,FL0000792,AC01007,2026-02-01 10:23:00,Navigation Error,Low,Resolved,SIN
IN0007393,FL0011796,AC00078,2026-05-12 21:18:00,Weather Alert,Low,Resolved,ORD
IN0007394,FL0014101,AC00496,2026-02-04 05:09:00,Weather Alert,Low,Open,SIN
IN0007395,FL0007919,AC00316,2026-04-29 16:51:00,Weather Alert,Low,Open,BLR
IN0007396,FL0001709,AC01048,2026-06-02 18:07:00,Engine Alert,Low,Resolved,BLR
IN0007397,FL0014569,AC00790,2026-02-14 06:28:00,Bird Strike,Low,Open,SFO
IN0007398,FL0012174,AC01049,2026-01-09 01:49:00,Navigation Error,Low,Investigating,ATL
IN0007399,FL0005843,AC01054,2026-04-30 17:19:00,Engine Alert,Low,Closed,ATL
IN0007400,FL0008172,AC00722,2026-03-12 06:08:00,Navigation Error,Low,Open,SEA
IN0007401,FL0003536,AC01135,2026-01-04 03:40:00,Engine Alert,Low,Open,DEL
IN0007402,FL0002442,AC00698,2026-05-19 23:05:00,Hydraulic Leak,Low,Resolved,SIN
IN0007403,FL0008653,AC00074,2026-05-14 08:51:00,Brake Issue,Critical,Investigating,ORD
IN0007404,FL0002707,AC00623,2026-01-22 17:15:00,Hydraulic Leak,Low,Open,SIN
IN0007405,FL0008759,AC00013,2026-05-14 20:49:00,Bird Strike,Medium,Closed,BOS
IN0007406,FL0003634,AC00903,2026-04-08 11:02:00,Hydraulic Leak,Medium,Resolved,LAX
IN0007407,FL0005963,AC00243,2026-01-17 08:21:00,Engine Alert,High,Closed,ORD
IN0007408,FL0011911,AC01192,2026-06-19 04:34:00,Navigation Error,Low,Closed,BLR
IN0007409,FL0000356,AC00450,2026-01-21 10:43:00,Brake Issue,Medium,Investigating,SEA
IN0007410,FL0013806,AC00986,2026-01-27 14:29:00,Bird Strike,Low,Closed,DEN
IN0007411,FL0009485,AC00400,2026-03-25 10:17:00,Bird Strike,Low,Open,BOS
IN0007412,FL0011725,AC01028,2026-02-01 23:55:00,Engine Alert,Medium,Closed,SEA
IN0007413,FL0014016,AC00171,2026-02-28 00:27:00,Bird Strike,High,Investigating,DFW
IN0007414,FL0007481,AC00620,2026-06-29 06:03:00,Turbulence,Low,Open,JFK
IN0007415,FL0003581,AC00367,2026-03-20 14:57:00,Brake Issue,Low,Open,BLR
IN0007416,FL0011963,AC00004,2026-02-28 09:36:00,Navigation Error,Medium,Resolved,ATL
IN0007417,FL0012757,AC00235,2026-05-09 19:49:00,Brake Issue,Low,Closed,LAX
IN0007418,FL0003725,AC00199,2026-06-04 02:40:00,Hydraulic Leak,Low,Open,DXB
IN0007419,FL0013359,AC00588,2026-01-23 16:22:00,Hydraulic Leak,Low,Open,DEN
IN0007420,FL0000071,AC00298,2026-04-06 22:36:00,Bird Strike,High,Open,BOS
IN0007421,FL0011923,AC01031,2026-04-13 01:38:00,Bird Strike,Medium,Resolved,DFW
IN0007422,FL0010745,AC00608,2026-01-26 07:35:00,Brake Issue,Low,Closed,DEL
IN0007423,FL0005973,AC00114,2026-01-11 11:11:00,Turbulence,High,Open,DEL
IN0007424,FL0008146,AC01123,2026-06-02 07:21:00,Bird Strike,Medium,Closed,SFO
IN0007425,FL0002235,AC00154,2026-02-11 19:54:00,Brake Issue,Low,Closed,BOS
IN0007426,FL0010051,AC00206,2026-05-10 00:04:00,Engine Alert,Medium,Open,DFW
IN0007427,FL0002048,AC00549,2026-05-07 16:44:00,Turbulence,Medium,Resolved,SEA
IN0007428,FL0000454,AC00766,2026-03-13 01:02:00,Hydraulic Leak,Medium,Open,JFK
IN0007429,FL0002871,AC00898,2026-01-01 04:01:00,Weather Alert,Low,Investigating,DEN
IN0007430,FL0006703,AC00665,2026-03-16 11:28:00,Turbulence,Low,Closed,LHR
IN0007431,FL0010058,AC00117,2026-02-18 00:13:00,Weather Alert,Low,Resolved,DXB
IN0007432,FL0010125,AC00695,2026-01-29 10:42:00,Weather Alert,Medium,Resolved,BLR
IN0007433,FL0007691,AC01008,2026-01-12 02:26:00,Engine Alert,Low,Resolved,SIN
IN0007434,FL0000408,AC01007,2026-03-15 10:42:00,Engine Alert,Medium,Closed,DFW
IN0007435,FL0008656,AC01069,2026-05-27 06:22:00,Engine Alert,Low,Closed,DFW
IN0007436,FL0008333,AC00212,2026-02-16 13:10:00,Turbulence,Low,Resolved,JFK
IN0007437,FL0011156,AC00106,2026-01-04 22:59:00,Engine Alert,Low,Resolved,SIN
IN0007438,FL0003560,AC00120,2026-02-25 05:53:00,Hydraulic Leak,Low,Open,MIA
IN0007439,FL0007991,AC00222,2026-01-26 19:25:00,Brake Issue,Medium,Open,DXB
IN0007440,FL0007674,AC00329,2026-03-21 07:52:00,Turbulence,High,Investigating,ATL
IN0007441,FL0011796,AC00606,2026-01-14 06:28:00,Hydraulic Leak,Critical,Open,BOS
IN0007442,FL0005972,AC01127,2026-06-29 01:03:00,Weather Alert,Medium,Open,SEA
IN0007443,FL0003490,AC00532,2026-03-28 22:55:00,Engine Alert,Low,Investigating,ATL
IN0007444,FL0011787,AC00358,2026-03-23 18:29:00,Hydraulic Leak,Low,Investigating,SFO
IN0007445,FL0005469,AC01143,2026-05-21 14:40:00,Engine Alert,Low,Closed,ORD
IN0007446,FL0014665,AC00927,2026-02-14 05:30:00,Bird Strike,Low,Investigating,DXB
IN0007447,FL0011510,AC00619,2026-05-17 04:26:00,Hydraulic Leak,Low,Resolved,ATL
IN0007448,FL0003128,AC00712,2026-01-11 19:40:00,Weather Alert,Medium,Resolved,DFW
IN0007449,FL0006896,AC00516,2026-04-13 23:58:00,Brake Issue,Low,Closed,SFO
IN0007450,FL0004496,AC01159,2026-01-27 01:56:00,Navigation Error,Low,Resolved,DEL
IN0007451,FL0014907,AC00056,2026-06-07 02:44:00,Brake Issue,Low,Closed,DFW
IN0007452,FL0013370,AC00671,2026-02-28 18:34:00,Engine Alert,Low,Investigating,LHR
IN0007453,FL0013492,AC00296,2026-06-21 15:21:00,Bird Strike,Low,Investigating,DEL
IN0007454,FL0012096,AC00724,2026-02-27 08:31:00,Turbulence,High,Resolved,LHR
IN0007455,FL0013501,AC00730,2026-06-29 09:11:00,Weather Alert,Medium,Open,SIN
IN0007456,FL0003516,AC00486,2026-02-28 12:32:00,Bird Strike,Low,Resolved,BOS
IN0007457,FL0008473,AC00925,2026-05-29 00:10:00,Bird Strike,Low,Open,ATL
IN0007458,FL0002541,AC00962,2026-03-29 21:33:00,Weather Alert,Medium,Open,JFK
IN0007459,FL0011169,AC00171,2026-02-14 00:17:00,Brake Issue,Low,Open,LHR
IN0007460,FL0000654,AC00690,2026-01-24 19:52:00,Weather Alert,Medium,Closed,DXB
IN0007461,FL0008422,AC00262,2026-05-09 23:37:00,Weather Alert,Low,Closed,SEA
IN0007462,FL0011413,AC00737,2026-05-28 21:18:00,Brake Issue,High,Investigating,DEL
IN0007463,FL0007848,AC00335,2026-05-31 16:38:00,Hydraulic Leak,Medium,Investigating,LHR
IN0007464,FL0004965,AC01060,2026-04-06 02:42:00,Hydraulic Leak,Low,Closed,MIA
IN0007465,FL0012862,AC01163,2026-01-22 00:08:00,Turbulence,Low,Investigating,DEN
IN0007466,FL0009424,AC01158,2026-02-09 20:41:00,Hydraulic Leak,Low,Resolved,LAX
IN0007467,FL0010819,AC00383,2026-03-24 03:37:00,Navigation Error,Low,Investigating,DEN
IN0007468,FL0012747,AC00149,2026-02-12 14:38:00,Turbulence,Low,Resolved,DEL
IN0007469,FL0008329,AC00614,2026-03-13 12:49:00,Hydraulic Leak,Low,Closed,SIN
IN0007470,FL0004324,AC00389,2026-03-10 00:11:00,Brake Issue,Low,Investigating,BLR
IN0007471,FL0006566,AC01015,2026-02-10 05:17:00,Navigation Error,Low,Open,MIA
IN0007472,FL0008319,AC00258,2026-02-22 07:45:00,Weather Alert,Low,Closed,DEL
IN0007473,FL0009445,AC00860,2026-01-02 23:17:00,Hydraulic Leak,Low,Resolved,SIN
IN0007474,FL0004069,AC00620,2026-02-12 19:55:00,Hydraulic Leak,Medium,Investigating,SFO
IN0007475,FL0001226,AC00783,2026-06-13 07:51:00,Brake Issue,Low,Closed,ORD
IN0007476,FL0002927,AC00254,2026-04-23 19:22:00,Hydraulic Leak,Low,Investigating,MIA
IN0007477,FL0010157,AC00987,2026-04-22 20:15:00,Navigation Error,Low,Resolved,JFK
IN0007478,FL0011903,AC00718,2026-01-28 20:09:00,Hydraulic Leak,Low,Investigating,ORD
IN0007479,FL0010889,AC00980,2026-02-03 15:39:00,Bird Strike,Low,Open,DEN
IN0007480,FL0007716,AC00243,2026-04-29 06:19:00,Engine Alert,Low,Open,MIA
IN0007481,FL0014692,AC00054,2026-03-20 02:41:00,Navigation Error,High,Investigating,LAX
IN0007482,FL0010453,AC00965,2026-05-07 07:15:00,Turbulence,Low,Resolved,MIA
IN0007483,FL0008235,AC00989,2026-05-09 12:24:00,Turbulence,Low,Closed,LAX
IN0007484,FL0004632,AC00255,2026-03-01 08:51:00,Navigation Error,High,Closed,BOS
IN0007485,FL0008311,AC00679,2026-02-23 01:49:00,Turbulence,Low,Investigating,JFK
IN0007486,FL0014995,AC00158,2026-06-25 17:42:00,Hydraulic Leak,Low,Closed,ORD
IN0007487,FL0006990,AC01077,2026-01-14 00:13:00,Bird Strike,Medium,Resolved,ATL
IN0007488,FL0001503,AC00531,2026-02-04 15:48:00,Engine Alert,Low,Investigating,LAX
IN0007489,FL0000630,AC01124,2026-01-03 08:13:00,Hydraulic Leak,High,Closed,LHR
IN0007490,FL0006074,AC00582,2026-06-23 09:29:00,Bird Strike,Low,Closed,DXB
IN0007491,FL0001473,AC00318,2026-04-18 16:30:00,Weather Alert,Low,Investigating,ATL
IN0007492,FL0007097,AC01067,2026-06-12 12:07:00,Hydraulic Leak,Low,Closed,ATL
IN0007493,FL0006418,AC00296,2026-06-18 16:27:00,Hydraulic Leak,Low,Resolved,BOS
IN0007494,FL0008791,AC00460,2026-01-12 20:26:00,Turbulence,Low,Investigating,JFK
IN0007495,FL0010224,AC00907,2026-02-27 05:57:00,Bird Strike,Low,Open,JFK
IN0007496,FL0003674,AC00463,2026-06-13 05:15:00,Bird Strike,Low,Resolved,SIN
IN0007497,FL0013245,AC00024,2026-06-10 22:45:00,Turbulence,Low,Open,DEL
IN0007498,FL0003840,AC00730,2026-06-19 14:07:00,Brake Issue,Medium,Closed,MIA
IN0007499,FL0013830,AC00073,2026-01-15 21:35:00,Hydraulic Leak,Medium,Open,MIA
IN0007500,FL0000440,AC00864,2026-06-08 02:42:00,Turbulence,Low,Resolved,SEA
IN0007501,FL0006074,AC00052,2026-01-22 19:25:00,Hydraulic Leak,Low,Open,SIN
IN0007502,FL0013189,AC00877,2026-06-10 04:53:00,Bird Strike,Low,Closed,SEA
IN0007503,FL0012051,AC01193,2026-03-14 15:52:00,Turbulence,High,Open,SEA
IN0007504,FL0001382,AC00237,2026-04-03 02:22:00,Brake Issue,Medium,Investigating,JFK
IN0007505,FL0004422,AC00641,2026-03-28 04:43:00,Brake Issue,Critical,Resolved,SIN
IN0007506,FL0014149,AC00966,2026-02-18 04:38:00,Engine Alert,Critical,Resolved,SFO
IN0007507,FL0012478,AC01133,2026-01-16 03:10:00,Engine Alert,Medium,Resolved,ORD
IN0007508,FL0002732,AC00161,2026-01-16 01:55:00,Brake Issue,Low,Open,MIA
IN0007509,FL0009968,AC00051,2026-04-12 09:14:00,Weather Alert,Low,Closed,BLR
IN0007510,FL0005171,AC00629,2026-06-17 13:37:00,Hydraulic Leak,Medium,Resolved,ATL
IN0007511,FL0004708,AC01179,2026-03-10 19:40:00,Turbulence,Low,Closed,ORD
IN0007512,FL0010483,AC00987,2026-02-15 07:49:00,Weather Alert,High,Investigating,DEN
IN0007513,FL0010603,AC00095,2026-06-06 08:14:00,Hydraulic Leak,High,Investigating,DFW
IN0007514,FL0006216,AC00824,2026-04-13 13:30:00,Weather Alert,Low,Investigating,LAX
IN0007515,FL0007977,AC01089,2026-04-14 00:44:00,Brake Issue,Medium,Open,ORD
IN0007516,FL0008369,AC00575,2026-01-16 02:46:00,Bird Strike,Low,Investigating,SIN
IN0007517,FL0005925,AC00972,2026-03-14 07:55:00,Navigation Error,Low,Open,BOS
IN0007518,FL0004507,AC00236,2026-02-11 18:49:00,Turbulence,Low,Investigating,DEN
IN0007519,FL0003814,AC00463,2026-05-08 13:33:00,Engine Alert,Low,Closed,DEN
IN0007520,FL0004295,AC00809,2026-02-16 10:40:00,Brake Issue,Medium,Investigating,SIN
IN0007521,FL0014434,AC00175,2026-05-25 17:10:00,Navigation Error,Low,Resolved,JFK
IN0007522,FL0000805,AC00713,2026-03-07 22:20:00,Navigation Error,Medium,Investigating,LAX
IN0007523,FL0011014,AC00810,2026-06-21 07:20:00,Weather Alert,Low,Resolved,BOS
IN0007524,FL0011946,AC01173,2026-01-08 04:15:00,Bird Strike,Medium,Closed,SFO
IN0007525,FL0002987,AC00767,2026-06-16 02:41:00,Navigation Error,Low,Open,MIA
IN0007526,FL0010636,AC00796,2026-01-18 10:49:00,Bird Strike,Low,Resolved,JFK
IN0007527,FL0010270,AC00082,2026-05-12 01:09:00,Hydraulic Leak,Low,Investigating,DFW
IN0007528,FL0012007,AC00434,2026-06-26 10:08:00,Engine Alert,Low,Resolved,ATL
IN0007529,FL0013390,AC00737,2026-04-03 16:19:00,Brake Issue,Low,Open,DXB
IN0007530,FL0001634,AC00834,2026-02-04 02:50:00,Hydraulic Leak,Low,Open,DEL
IN0007531,FL0007160,AC00436,2026-05-27 23:45:00,Weather Alert,Low,Open,DEL
IN0007532,FL0014837,AC00066,2026-06-20 02:15:00,Brake Issue,Low,Closed,DEL
IN0007533,FL0005520,AC01149,2026-02-03 10:35:00,Turbulence,Low,Open,SFO
IN0007534,FL0001689,AC00752,2026-06-08 01:20:00,Engine Alert,Low,Resolved,LAX
IN0007535,FL0011773,AC00386,2026-04-13 15:27:00,Hydraulic Leak,Low,Open,ATL
IN0007536,FL0005497,AC00271,2026-04-28 04:39:00,Weather Alert,Medium,Open,MIA
IN0007537,FL0001409,AC00809,2026-04-25 06:11:00,Bird Strike,Low,Closed,BLR
IN0007538,FL0014472,AC00039,2026-05-05 13:19:00,Turbulence,Low,Resolved,SIN
IN0007539,FL0013291,AC00443,2026-03-17 19:42:00,Navigation Error,Medium,Resolved,BOS
IN0007540,FL0000680,AC00305,2026-06-16 16:17:00,Turbulence,Low,Closed,ORD
IN0007541,FL0004532,AC00967,2026-03-04 23:30:00,Navigation Error,Medium,Open,ATL
IN0007542,FL0008677,AC00549,2026-01-20 14:55:00,Bird Strike,Critical,Investigating,DEL
IN0007543,FL0011079,AC00232,2026-03-30 04:12:00,Bird Strike,High,Investigating,DFW
IN0007544,FL0005169,AC00205,2026-06-05 20:29:00,Weather Alert,Medium,Closed,SFO
IN0007545,FL0003384,AC00101,2026-04-15 14:59:00,Weather Alert,Low,Open,LAX
IN0007546,FL0002038,AC00857,2026-03-31 20:04:00,Turbulence,Medium,Closed,DEL
IN0007547,FL0014844,AC00724,2026-06-07 12:54:00,Bird Strike,Low,Open,BLR
IN0007548,FL0003686,AC00507,2026-05-18 22:45:00,Hydraulic Leak,Medium,Closed,BLR
IN0007549,FL0010090,AC00023,2026-06-14 22:54:00,Turbulence,Low,Investigating,LHR
IN0007550,FL0008500,AC00301,2026-02-24 05:54:00,Brake Issue,Low,Closed,JFK
IN0007551,FL0008931,AC00056,2026-05-12 14:27:00,Bird Strike,Low,Investigating,BOS
IN0007552,FL0003976,AC01161,2026-03-20 07:52:00,Weather Alert,Medium,Open,DEL
IN0007553,FL0014241,AC00793,2026-06-29 05:06:00,Brake Issue,Low,Open,LAX
IN0007554,FL0007593,AC00693,2026-01-07 12:05:00,Navigation Error,Low,Resolved,BOS
IN0007555,FL0004139,AC01010,2026-03-03 04:23:00,Bird Strike,Low,Investigating,LHR
IN0007556,FL0011098,AC00861,2026-02-05 11:54:00,Bird Strike,Medium,Open,SIN
IN0007557,FL0007420,AC00669,2026-05-12 02:36:00,Engine Alert,Critical,Resolved,ATL
IN0007558,FL0014715,AC00157,2026-01-27 22:48:00,Brake Issue,Low,Open,SIN
IN0007559,FL0004078,AC00262,2026-06-24 02:11:00,Hydraulic Leak,Low,Resolved,DFW
IN0007560,FL0014916,AC00812,2026-05-05 00:23:00,Engine Alert,Low,Open,BOS
IN0007561,FL0002446,AC00925,2026-04-25 19:18:00,Brake Issue,Low,Open,JFK
IN0007562,FL0005590,AC00358,2026-04-05 11:24:00,Hydraulic Leak,Low,Open,MIA
IN0007563,FL0014194,AC00536,2026-05-13 03:33:00,Navigation Error,Low,Closed,LAX
IN0007564,FL0013623,AC01057,2026-03-12 07:08:00,Bird Strike,Low,Open,DFW
IN0007565,FL0008232,AC01072,2026-06-30 07:17:00,Weather Alert,Low,Open,MIA
IN0007566,FL0003698,AC00269,2026-01-18 17:27:00,Turbulence,High,Investigating,DEN
IN0007567,FL0000033,AC00060,2026-01-26 08:35:00,Engine Alert,High,Open,DEL
IN0007568,FL0000451,AC01190,2026-05-07 13:52:00,Weather Alert,Medium,Resolved,DEL
IN0007569,FL0013395,AC00711,2026-05-26 14:17:00,Bird Strike,Medium,Closed,ORD
IN0007570,FL0011984,AC00069,2026-01-22 07:33:00,Turbulence,Low,Investigating,DEN
IN0007571,FL0010354,AC00499,2026-04-11 13:42:00,Engine Alert,Low,Open,DXB
IN0007572,FL0002744,AC00408,2026-05-06 18:44:00,Engine Alert,Low,Investigating,SEA
IN0007573,FL0004625,AC00929,2026-05-29 18:37:00,Turbulence,Low,Open,SIN
IN0007574,FL0008281,AC00861,2026-04-17 23:42:00,Engine Alert,Low,Closed,LAX
IN0007575,FL0001683,AC00917,2026-06-11 18:49:00,Brake Issue,High,Open,SFO
IN0007576,FL0007623,AC00711,2026-04-14 05:42:00,Weather Alert,High,Closed,BOS
IN0007577,FL0001778,AC00614,2026-05-16 06:19:00,Hydraulic Leak,Low,Resolved,DXB
IN0007578,FL0010695,AC00223,2026-04-01 21:51:00,Engine Alert,Low,Resolved,DEN
IN0007579,FL0006422,AC00774,2026-03-24 13:56:00,Navigation Error,Low,Investigating,BOS
IN0007580,FL0008582,AC00128,2026-02-12 08:32:00,Weather Alert,Low,Resolved,DXB
IN0007581,FL0013887,AC00050,2026-02-08 03:27:00,Weather Alert,Medium,Investigating,BLR
IN0007582,FL0002871,AC00836,2026-06-03 15:46:00,Bird Strike,Low,Resolved,SEA
IN0007583,FL0008579,AC01092,2026-05-02 13:28:00,Brake Issue,Low,Resolved,ATL
IN0007584,FL0003898,AC01096,2026-03-26 12:27:00,Hydraulic Leak,High,Resolved,JFK
IN0007585,FL0000407,AC01157,2026-07-02 03:34:00,Brake Issue,Medium,Investigating,LHR
IN0007586,FL0007819,AC01064,2026-06-18 19:29:00,Turbulence,Low,Open,SEA
IN0007587,FL0008716,AC00567,2026-02-21 10:15:00,Hydraulic Leak,Medium,Closed,ORD
IN0007588,FL0004740,AC01062,2026-01-20 12:17:00,Weather Alert,Low,Closed,MIA
IN0007589,FL0000381,AC00956,2026-03-02 15:01:00,Turbulence,Low,Closed,LHR
IN0007590,FL0004133,AC00443,2026-05-27 23:57:00,Navigation Error,High,Resolved,DXB
IN0007591,FL0001095,AC00399,2026-01-26 22:15:00,Brake Issue,Medium,Open,DEN
IN0007592,FL0004338,AC00584,2026-06-02 01:30:00,Turbulence,Medium,Open,ATL
IN0007593,FL0002085,AC00236,2026-04-13 20:35:00,Hydraulic Leak,Low,Open,SEA
IN0007594,FL0014412,AC00265,2026-01-17 22:58:00,Engine Alert,High,Open,SFO
IN0007595,FL0008941,AC00267,2026-04-26 10:58:00,Hydraulic Leak,Low,Open,SIN
IN0007596,FL0014533,AC00071,2026-02-25 17:18:00,Weather Alert,Medium,Open,BOS
IN0007597,FL0008766,AC00180,2026-01-11 00:01:00,Navigation Error,Low,Investigating,ORD
IN0007598,FL0013236,AC00111,2026-02-08 05:45:00,Bird Strike,Low,Investigating,SFO
IN0007599,FL0001620,AC00829,2026-05-27 09:57:00,Hydraulic Leak,Medium,Resolved,DEN
IN0007600,FL0013833,AC00238,2026-02-26 07:21:00,Hydraulic Leak,High,Closed,SEA
IN0007601,FL0005360,AC00689,2026-06-30 04:19:00,Turbulence,Low,Investigating,LAX
IN0007602,FL0011652,AC00510,2026-02-07 15:31:00,Hydraulic Leak,Medium,Investigating,LAX
IN0007603,FL0012822,AC00843,2026-05-17 23:52:00,Hydraulic Leak,Low,Investigating,JFK
IN0007604,FL0008199,AC00632,2026-05-18 10:13:00,Engine Alert,Low,Open,DEN
IN0007605,FL0009360,AC01070,2026-06-20 06:24:00,Turbulence,High,Open,ORD
IN0007606,FL0005857,AC00203,2026-03-27 04:33:00,Hydraulic Leak,High,Investigating,DXB
IN0007607,FL0000754,AC01124,2026-03-26 02:11:00,Engine Alert,Low,Investigating,DEN
IN0007608,FL0012276,AC00384,2026-03-28 03:42:00,Hydraulic Leak,Low,Open,ORD
IN0007609,FL0002555,AC00137,2026-04-22 19:50:00,Brake Issue,Low,Open,DXB
IN0007610,FL0002167,AC01045,2026-03-01 09:18:00,Brake Issue,Medium,Open,MIA
IN0007611,FL0008404,AC00332,2026-03-22 04:15:00,Engine Alert,High,Resolved,DXB
IN0007612,FL0011360,AC00422,2026-04-30 03:15:00,Engine Alert,Low,Open,SEA
IN0007613,FL0011843,AC00949,2026-05-20 07:52:00,Bird Strike,Medium,Open,SFO
IN0007614,FL0011307,AC00713,2026-02-13 11:41:00,Engine Alert,Low,Closed,BOS
IN0007615,FL0007930,AC00593,2026-04-23 23:46:00,Engine Alert,Low,Resolved,ATL
IN0007616,FL0006932,AC00939,2026-01-08 10:13:00,Bird Strike,Low,Investigating,ORD
IN0007617,FL0006937,AC00908,2026-03-27 02:35:00,Engine Alert,Low,Resolved,BLR
IN0007618,FL0001863,AC00076,2026-04-02 15:07:00,Hydraulic Leak,High,Open,JFK
IN0007619,FL0007823,AC00635,2026-05-17 03:58:00,Turbulence,Low,Resolved,ATL
IN0007620,FL0002761,AC00546,2026-06-08 18:16:00,Turbulence,Low,Resolved,DFW
IN0007621,FL0002924,AC00233,2026-05-25 19:43:00,Turbulence,Low,Open,MIA
IN0007622,FL0004699,AC00406,2026-02-02 05:27:00,Engine Alert,Low,Resolved,MIA
IN0007623,FL0009330,AC01078,2026-06-05 18:35:00,Turbulence,Medium,Resolved,DFW
IN0007624,FL0011937,AC00588,2026-05-11 21:15:00,Engine Alert,High,Open,BOS
IN0007625,FL0014800,AC00926,2026-04-14 13:32:00,Navigation Error,Medium,Investigating,DEN
IN0007626,FL0014390,AC00257,2026-04-23 19:27:00,Navigation Error,Medium,Resolved,SFO
IN0007627,FL0011144,AC00644,2026-06-30 15:28:00,Turbulence,Low,Investigating,DEL
IN0007628,FL0004951,AC00231,2026-03-09 16:50:00,Turbulence,High,Open,LAX
IN0007629,FL0008958,AC00951,2026-06-13 08:52:00,Navigation Error,High,Open,BLR
IN0007630,FL0010918,AC00407,2026-06-26 19:08:00,Bird Strike,High,Open,DXB
IN0007631,FL0014093,AC00626,2026-03-02 16:42:00,Navigation Error,High,Resolved,LAX
IN0007632,FL0001803,AC00916,2026-06-12 16:12:00,Engine Alert,Medium,Resolved,BOS
